Time,ActivePower,ReactivePower
9.1,126.84267,63.421335
9.2,126.84267,63.421335
9.3,126.84267,63.421335
9.4,126.84267,63.421335
9.5,126.84267,63.421335
9.6,126.84267,63.421335
9.7,126.84267,63.421335
9.8,126.84267,63.421335
9.9,126.84267,63.421335
10,126.84267,63.421335
10.1,126.84267,63.421335
10.2,126.84267,63.421335
10.3,126.84267,63.421335
10.4,126.84267,63.421335
10.5,126.84267,63.421335
10.6,126.84267,63.421335
10.7,126.84267,63.421335
10.8,126.84267,63.421335
10.9,126.84267,63.421335
11,126.84267,63.421335
11.1,126.84267,63.421335
11.2,126.84267,63.421335
11.3,126.84267,63.421335
11.4,126.84267,63.421335
11.5,126.84267,63.421335
11.6,126.84267,63.421335
11.7,126.84267,63.421335
11.8,126.84267,63.421335
11.9,126.84267,63.421335
12,126.84267,63.421335
12.1,126.84267,63.421335
12.2,126.84267,63.421335
12.3,126.84267,63.421335
12.4,126.84267,63.421335
12.5,126.84267,63.421335
12.6,126.84267,63.421335
12.7,126.84267,63.421335
12.8,126.84267,63.421335
12.9,126.84267,63.421335
13,126.84267,63.421335
13.1,126.84267,63.421335
13.2,126.84267,63.421335
13.3,126.84267,63.421335
13.4,126.84267,63.421335
13.5,126.84267,63.421335
13.6,126.84267,63.421335
13.7,126.84267,63.421335
13.8,126.84267,63.421335
13.9,126.84267,63.421335
14,126.84267,63.421335
14.1,126.84267,63.421335
14.2,126.84267,63.421335
14.3,126.84267,63.421335
14.4,126.84267,63.421335
14.5,126.84267,63.421335
14.6,126.84267,63.421335
14.7,126.84267,63.421335
14.8,126.84267,63.421335
14.9,126.84267,63.421335
15,126.84267,63.421335
15.1,126.84267,63.421335
15.2,126.84267,63.421335
15.3,126.84267,63.421335
15.4,126.84267,63.421335
15.5,126.84267,63.421335
15.6,126.84267,63.421335
15.7,126.84267,63.421335
15.8,126.84267,63.421335
15.9,126.84267,63.421335
16,126.84267,63.421335
16.1,126.84267,63.421335
16.2,126.84267,63.421335
16.3,126.84267,63.421335
16.4,126.84267,63.421335
16.5,126.84267,63.421335
16.6,126.84267,63.421335
16.7,126.84267,63.421335
16.8,126.84267,63.421335
16.9,126.84267,63.421335
17,126.84267,63.421335
17.1,126.84267,63.421335
17.2,126.84267,63.421335
17.3,126.84267,63.421335
17.4,126.84267,63.421335
17.5,126.84267,63.421335
17.6,126.84267,63.421335
17.7,126.84267,63.421335
17.8,126.84267,63.421335
17.9,126.84267,63.421335
18,126.84267,63.421335
18.1,126.84267,63.421335
18.2,126.84267,63.421335
18.3,126.84267,63.421335
18.4,126.84267,63.421335
18.5,126.84267,63.421335
18.6,126.84267,63.421335
18.7,126.84267,63.421335
18.8,126.84267,63.421335
18.9,126.84267,63.421335
19,126.84267,63.421335
19.1,126.84267,63.421335
19.2,126.84267,63.421335
19.3,126.84267,63.421335
19.4,126.84267,63.421335
19.5,126.84267,63.421335
19.6,126.84267,63.421335
19.7,126.84267,63.421335
19.8,126.84267,63.421335
19.9,126.84267,63.421335
20,126.84267,63.421335
20.1,126.84267,63.421335
20.2,126.84267,63.421335
20.3,126.84267,63.421335
20.4,126.84267,63.421335
20.5,126.84267,63.421335
20.6,126.84267,63.421335
20.7,126.84267,63.421335
20.8,126.84267,63.421335
20.9,126.84267,63.421335
21,126.84267,63.421335
21.1,126.84267,63.421335
21.2,126.84267,63.421335
21.3,126.84267,63.421335
21.4,126.84267,63.421335
21.5,126.84267,63.421335
21.6,126.84267,63.421335
21.7,126.84267,63.421335
21.8,126.84267,63.421335
21.9,126.84267,63.421335
22,126.84267,63.421335
22.1,126.84267,63.421335
22.2,126.84267,63.421335
22.3,126.84267,63.421335
22.4,126.84267,63.421335
22.5,126.84267,63.421335
22.6,126.84267,63.421335
22.7,126.84267,63.421335
22.8,126.84267,63.421335
22.9,126.84267,63.421335
23,126.84267,63.421335
23.1,126.84267,63.421335
23.2,126.84267,63.421335
23.3,126.84267,63.421335
23.4,126.84267,63.421335
23.5,126.84267,63.421335
23.6,126.84267,63.421335
23.7,126.84267,63.421335
23.8,126.84267,63.421335
23.9,126.84267,63.421335
24,126.84267,63.421335
24.1,126.84267,63.421335
24.2,126.84267,63.421335
24.3,126.84267,63.421335
24.4,126.84267,63.421335
24.5,126.84267,63.421335
24.6,126.84267,63.421335
24.7,126.84267,63.421335
24.8,126.84267,63.421335
24.9,126.84267,63.421335
25,126.84267,63.421335
25.1,126.84267,63.421335
25.2,126.84267,63.421335
25.3,126.84267,63.421335
25.4,126.84267,63.421335
25.5,126.84267,63.421335
25.6,126.84267,63.421335
25.7,126.84267,63.421335
25.8,126.84267,63.421335
25.9,126.84267,63.421335
26,126.84267,63.421335
26.1,126.84267,63.421335
26.2,126.84267,63.421335
26.3,126.84267,63.421335
26.4,126.84267,63.421335
26.5,126.84267,63.421335
26.6,126.84267,63.421335
26.7,126.84267,63.421335
26.8,126.84267,63.421335
26.9,126.84267,63.421335
27,126.84267,63.421335
27.1,126.84267,63.421335
27.2,126.84267,63.421335
27.3,126.84267,63.421335
27.4,126.84267,63.421335
27.5,126.84267,63.421335
27.6,126.84267,63.421335
27.7,126.84267,63.421335
27.8,126.84267,63.421335
27.9,126.84267,63.421335
28,126.84267,63.421335
28.1,126.84267,63.421335
28.2,126.84267,63.421335
28.3,126.84267,63.421335
28.4,126.84267,63.421335
28.5,126.84267,63.421335
28.6,126.84267,63.421335
28.7,126.84267,63.421335
28.8,126.84267,63.421335
28.9,126.84267,63.421335
29,126.84267,63.421335
29.1,126.84267,63.421335
29.2,126.84267,63.421335
29.3,126.84267,63.421335
29.4,126.84267,63.421335
29.5,126.84267,63.421335
29.6,126.84267,63.421335
29.7,126.84267,63.421335
29.8,126.84267,63.421335
29.9,126.84267,63.421335
30,126.84267,63.421335
30.1,126.84267,63.421335
30.2,126.84267,63.421335
30.3,126.84267,63.421335
30.4,126.84267,63.421335
30.5,126.84267,63.421335
30.6,126.84267,63.421335
30.7,126.84267,63.421335
30.8,126.84267,63.421335
30.9,126.84267,63.421335
31,126.84267,63.421335
31.1,126.84267,63.421335
31.2,126.84267,63.421335
31.3,126.84267,63.421335
31.4,126.84267,63.421335
31.5,126.84267,63.421335
31.6,126.84267,63.421335
31.7,126.84267,63.421335
31.8,126.84267,63.421335
31.9,126.84267,63.421335
32,126.84267,63.421335
32.1,126.84267,63.421335
32.2,126.84267,63.421335
32.3,126.84267,63.421335
32.4,126.84267,63.421335
32.5,126.84267,63.421335
32.6,126.84267,63.421335
32.7,126.84267,63.421335
32.8,126.84267,63.421335
32.9,126.84267,63.421335
33,126.84267,63.421335
33.1,126.84267,63.421335
33.2,126.84267,63.421335
33.3,126.84267,63.421335
33.4,126.84267,63.421335
33.5,126.84267,63.421335
33.6,126.84267,63.421335
33.7,126.84267,63.421335
33.8,126.84267,63.421335
33.9,126.84267,63.421335
34,126.84267,63.421335
34.1,126.84267,63.421335
34.2,126.84267,63.421335
34.3,126.84267,63.421335
34.4,126.84267,63.421335
34.5,126.84267,63.421335
34.6,126.84267,63.421335
34.7,126.84267,63.421335
34.8,126.84267,63.421335
34.9,126.84267,63.421335
35,126.84267,63.421335
35.1,126.84267,63.421335
35.2,126.84267,63.421335
35.3,126.84267,63.421335
35.4,126.84267,63.421335
35.5,126.84267,63.421335
35.6,126.84267,63.421335
35.7,126.84267,63.421335
35.8,126.84267,63.421335
35.9,126.84267,63.421335
36,126.84267,63.421335
36.1,126.84267,63.421335
36.2,126.84267,63.421335
36.3,126.84267,63.421335
36.4,126.84267,63.421335
36.5,126.84267,63.421335
36.6,126.84267,63.421335
36.7,126.84267,63.421335
36.8,126.84267,63.421335
36.9,126.84267,63.421335
37,126.84267,63.421335
37.1,126.84267,63.421335
37.2,126.84267,63.421335
37.3,126.84267,63.421335
37.4,126.84267,63.421335
37.5,126.84267,63.421335
37.6,126.84267,63.421335
37.7,126.84267,63.421335
37.8,126.84267,63.421335
37.9,126.84267,63.421335
38,126.84267,63.421335
38.1,126.84267,63.421335
38.2,126.84267,63.421335
38.3,126.84267,63.421335
38.4,126.84267,63.421335
38.5,126.84267,63.421335
38.6,126.84267,63.421335
38.7,126.84267,63.421335
38.8,126.84267,63.421335
38.9,126.84267,63.421335
39,126.84267,63.421335
39.1,126.84267,63.421335
39.2,126.84267,63.421335
39.3,126.84267,63.421335
39.4,126.84267,63.421335
39.5,126.84267,63.421335
39.6,126.84267,63.421335
39.7,126.84267,63.421335
39.8,126.84267,63.421335
39.9,126.84267,63.421335
40,126.84267,63.421335
40.1,126.84267,63.421335
40.2,126.84267,63.421335
40.3,126.84267,63.421335
40.4,126.84267,63.421335
40.5,126.84267,63.421335
40.6,126.84267,63.421335
40.7,126.84267,63.421335
40.8,126.84267,63.421335
40.9,126.84267,63.421335
41,126.84267,63.421335
41.1,126.84267,63.421335
41.2,126.84267,63.421335
41.3,126.84267,63.421335
41.4,126.84267,63.421335
41.5,126.84267,63.421335
41.6,126.84267,63.421335
41.7,126.84267,63.421335
41.8,126.84267,63.421335
41.9,126.84267,63.421335
42,126.84267,63.421335
42.1,126.84267,63.421335
42.2,126.84267,63.421335
42.3,126.84267,63.421335
42.4,126.84267,63.421335
42.5,126.84267,63.421335
42.6,126.84267,63.421335
42.7,126.84267,63.421335
42.8,126.84267,63.421335
42.9,126.84267,63.421335
43,126.84267,63.421335
43.1,126.84267,63.421335
43.2,126.84267,63.421335
43.3,126.84267,63.421335
43.4,126.84267,63.421335
43.5,126.84267,63.421335
43.6,126.84267,63.421335
43.7,126.84267,63.421335
43.8,126.84267,63.421335
43.9,126.84267,63.421335
44,126.84267,63.421335
44.1,126.84267,63.421335
44.2,126.84267,63.421335
44.3,126.84267,63.421335
44.4,126.84267,63.421335
44.5,126.84267,63.421335
44.6,126.84267,63.421335
44.7,126.84267,63.421335
44.8,126.84267,63.421335
44.9,126.84267,63.421335
45,126.84267,63.421335
45.1,126.84267,63.421335
45.2,126.84267,63.421335
45.3,126.84267,63.421335
45.4,126.84267,63.421335
45.5,126.84267,63.421335
45.6,126.84267,63.421335
45.7,126.84267,63.421335
45.8,126.84267,63.421335
45.9,126.84267,63.421335
46,126.84267,63.421335
46.1,126.84267,63.421335
46.2,126.84267,63.421335
46.3,126.84267,63.421335
46.4,126.84267,63.421335
46.5,126.84267,63.421335
46.6,126.84267,63.421335
46.7,126.84267,63.421335
46.8,126.84267,63.421335
46.9,126.84267,63.421335
47,126.84267,63.421335
47.1,126.84267,63.421335
47.2,126.84267,63.421335
47.3,126.84267,63.421335
47.4,126.84267,63.421335
47.5,126.84267,63.421335
47.6,126.84267,63.421335
47.7,126.84267,63.421335
47.8,126.84267,63.421335
47.9,126.84267,63.421335
48,126.84267,63.421335
48.1,126.84267,63.421335
48.2,126.84267,63.421335
48.3,126.84267,63.421335
48.4,126.84267,63.421335
48.5,126.84267,63.421335
48.6,126.84267,63.421335
48.7,126.84267,63.421335
48.8,126.84267,63.421335
48.9,126.84267,63.421335
49,126.84267,63.421335
49.1,126.84267,63.421335
49.2,126.84267,63.421335
49.3,126.84267,63.421335
49.4,126.84267,63.421335
49.5,126.84267,63.421335
49.6,126.84267,63.421335
49.7,126.84267,63.421335
49.8,126.84267,63.421335
49.9,126.84267,63.421335
50,126.84267,63.421335
50,126.84267,63.421335
50,187.36504,93.68252
50.1,194.1264,97.0632
50.2,194.12149,97.060745
50.3,194.11652,97.05826
50.4,194.11157,97.055785
50.5,194.10664,97.05332
50.6,194.1017,97.05085
50.7,194.09677,97.048385
50.8,194.09184,97.04592
50.9,194.08693,97.043465
51,194.08202,97.04101
51.1,194.0771,97.03855
51.2,194.07219,97.036095
51.3,194.06728,97.03364
51.4,194.06238,97.03119
51.5,194.05748,97.02874
51.6,194.05258,97.02629
51.7,194.04768,97.02384
51.8,194.0428,97.0214
51.9,194.03792,97.01896
52,194.03304,97.01652
52.1,194.02817,97.014085
52.2,194.02328,97.01164
52.3,194.01842,97.00921
52.4,194.01355,97.006775
52.5,194.0087,97.00435
52.6,194.00383,97.001915
52.7,193.99898,96.99949
52.8,193.99413,96.997065
52.9,193.98929,96.994645
53,193.98444,96.99222
53.1,193.9796,96.9898
53.2,193.97476,96.98738
53.3,193.96994,96.98497
53.4,193.9651,96.98255
53.5,193.96028,96.98014
53.6,193.95546,96.97773
53.7,193.95064,96.97532
53.8,193.94583,96.972915
53.9,193.94102,96.97051
54,193.93622,96.96811
54.1,193.93141,96.965705
54.2,193.92662,96.96331
54.3,193.92181,96.960905
54.4,193.91702,96.95851
54.5,193.91225,96.956125
54.6,193.90746,96.95373
54.7,193.90268,96.95134
54.8,193.8979,96.94895
54.9,193.89313,96.946565
55,193.88835,96.944175
55.1,193.88359,96.941795
55.2,193.87883,96.939415
55.3,193.87407,96.937035
55.4,193.86932,96.93466
55.5,193.86456,96.93228
55.6,193.85982,96.92991
55.7,193.85507,96.927535
55.8,193.85033,96.925165
55.9,193.8456,96.9228
56,193.84087,96.920435
56.1,193.83614,96.91807
56.2,193.8314,96.9157
56.3,193.82669,96.913345
56.4,193.82196,96.91098
56.5,193.81725,96.908625
56.6,193.81255,96.906275
56.7,193.80783,96.903915
56.8,193.80313,96.901565
56.9,193.79843,96.899215
57,193.79373,96.896865
57.1,193.78903,96.894515
57.2,193.78435,96.892175
57.3,193.77966,96.88983
57.4,193.77498,96.88749
57.5,193.7703,96.88515
57.6,193.76562,96.88281
57.7,193.76096,96.88048
57.8,193.75629,96.878145
57.9,193.75162,96.87581
58,193.74696,96.87348
58.1,193.7423,96.87115
58.2,193.73764,96.86882
58.3,193.733,96.8665
58.4,193.72835,96.864175
58.5,193.72371,96.861855
58.6,193.71907,96.859535
58.7,193.71443,96.857215
58.8,193.7098,96.8549
58.9,193.70517,96.852585
59,193.70055,96.850275
59.1,193.69592,96.84796
59.2,193.6913,96.84565
59.3,193.68669,96.843345
59.4,193.68207,96.841035
59.5,193.67746,96.83873
59.6,193.67287,96.836435
59.7,193.66826,96.83413
59.8,193.66367,96.831835
59.9,193.65907,96.829535
60,193.65448,96.82724
60.1,193.64989,96.824945
60.2,193.64531,96.822655
60.3,193.64072,96.82036
60.4,193.63615,96.818075
60.5,193.63158,96.81579
60.6,193.627,96.8135
60.7,193.62244,96.81122
60.8,193.61787,96.808935
60.9,193.61331,96.806655
61,193.60876,96.80438
61.1,193.6042,96.8021
61.2,193.59966,96.79983
61.3,193.59511,96.797555
61.4,193.59058,96.79529
61.5,193.58603,96.793015
61.6,193.5815,96.79075
61.7,193.57697,96.788485
61.8,193.57243,96.786215
61.9,193.56792,96.78396
62,193.56339,96.781695
62.1,193.55887,96.779435
62.2,193.55435,96.777175
62.3,193.54985,96.774925
62.4,193.54533,96.772665
62.5,193.54083,96.770415
62.6,193.53633,96.768165
62.7,193.53185,96.765925
62.8,193.52734,96.76367
62.9,193.52286,96.76143
63,193.51837,96.759185
63.1,193.51389,96.756945
63.2,193.5094,96.7547
63.3,193.50493,96.752465
63.4,193.50046,96.75023
63.5,193.49599,96.747995
63.6,193.49152,96.74576
63.7,193.48705,96.743525
63.8,193.48259,96.741295
63.9,193.47813,96.739065
64,193.47368,96.73684
64.1,193.46924,96.73462
64.2,193.46478,96.73239
64.3,193.46034,96.73017
64.4,193.4559,96.72795
64.5,193.45146,96.72573
64.6,193.44704,96.72352
64.7,193.44261,96.721305
64.8,193.43819,96.719095
64.9,193.43376,96.71688
65,193.42934,96.71467
65.1,193.42493,96.712465
65.2,193.4205,96.71025
65.3,193.41609,96.708045
65.4,193.4117,96.70585
65.5,193.40729,96.703645
65.6,193.4029,96.70145
65.7,193.3985,96.69925
65.8,193.3941,96.69705
65.9,193.38971,96.694855
66,193.38533,96.692665
66.1,193.38095,96.690475
66.2,193.37657,96.688285
66.3,193.3722,96.6861
66.4,193.36781,96.683905
66.5,193.36345,96.681725
66.6,193.35909,96.679545
66.7,193.35472,96.67736
66.8,193.35036,96.67518
66.9,193.34601,96.673005
67,193.34164,96.67082
67.1,193.3373,96.66865
67.2,193.33295,96.666475
67.3,193.32861,96.664305
67.4,193.32426,96.66213
67.5,193.31993,96.659965
67.6,193.3156,96.6578
67.7,193.31128,96.65564
67.8,193.30695,96.653475
67.9,193.30263,96.651315
68,193.29831,96.649155
68.1,193.29399,96.646995
68.2,193.28967,96.644835
68.3,193.28535,96.642675
68.4,193.28105,96.640525
68.5,193.27675,96.638375
68.6,193.27245,96.636225
68.7,193.26816,96.63408
68.8,193.26385,96.631925
68.9,193.25957,96.629785
69,193.25528,96.62764
69.1,193.25099,96.625495
69.2,193.24672,96.62336
69.3,193.24243,96.621215
69.4,193.23816,96.61908
69.5,193.23389,96.616945
69.6,193.22963,96.614815
69.7,193.22536,96.61268
69.8,193.2211,96.61055
69.9,193.21684,96.60842
70,193.21259,96.606295
70.1,193.20833,96.604165
70.2,193.20409,96.602045
70.3,193.19984,96.59992
70.4,193.1956,96.5978
70.5,193.19136,96.59568
70.6,193.18712,96.59356
70.7,193.18289,96.591445
70.8,193.17867,96.589335
70.9,193.17444,96.58722
71,193.17021,96.585105
71.1,193.16599,96.582995
71.2,193.16177,96.580885
71.3,193.15756,96.57878
71.4,193.15335,96.576675
71.5,193.14914,96.57457
71.6,193.14494,96.57247
71.7,193.14075,96.570375
71.8,193.13654,96.56827
71.9,193.13235,96.566175
72,193.12816,96.56408
72.1,193.12396,96.56198
72.2,193.11978,96.55989
72.3,193.1156,96.5578
72.4,193.11142,96.55571
72.5,193.10725,96.553625
72.6,193.10307,96.551535
72.7,193.0989,96.54945
72.8,193.09474,96.54737
72.9,193.09058,96.54529
73,193.08641,96.543205
73.1,193.08226,96.54113
73.2,193.07811,96.539055
73.3,193.07396,96.53698
73.4,193.06981,96.534905
73.5,193.06567,96.532835
73.6,193.06152,96.53076
73.7,193.05739,96.528695
73.8,193.05325,96.526625
73.9,193.04912,96.52456
74,193.045,96.5225
74.1,193.04086,96.52043
74.2,193.03674,96.51837
74.3,193.03262,96.51631
74.4,193.0285,96.51425
74.5,193.0244,96.5122
74.6,193.0203,96.51015
74.7,193.01617,96.508085
74.8,193.01208,96.50604
74.9,193.00798,96.50399
75,193.00388,96.50194
75.1,192.99979,96.499895
75.2,192.9957,96.49785
75.3,192.99161,96.495805
75.4,192.98752,96.49376
75.5,192.98344,96.49172
75.6,192.97935,96.489675
75.7,192.97528,96.48764
75.8,192.9712,96.4856
75.9,192.96715,96.483575
76,192.96307,96.481535
76.1,192.95901,96.479505
76.2,192.95496,96.47748
76.3,192.9509,96.47545
76.4,192.94684,96.47342
76.5,192.9428,96.4714
76.6,192.93874,96.46937
76.7,192.9347,96.46735
76.8,192.93065,96.465325
76.9,192.92662,96.46331
77,192.92258,96.46129
77.1,192.91855,96.459275
77.2,192.91452,96.45726
77.3,192.91049,96.455245
77.4,192.90646,96.45323
77.5,192.90244,96.45122
77.6,192.89842,96.44921
77.7,192.89441,96.447205
77.8,192.8904,96.4452
77.9,192.88638,96.44319
78,192.88239,96.441195
78.1,192.87839,96.439195
78.2,192.87437,96.437185
78.3,192.87038,96.43519
78.4,192.8664,96.4332
78.5,192.8624,96.4312
78.6,192.85841,96.429205
78.7,192.85443,96.427215
78.8,192.85045,96.425225
78.9,192.84647,96.423235
79,192.84248,96.42124
79.1,192.83852,96.41926
79.2,192.83455,96.417275
79.3,192.83058,96.41529
79.4,192.82661,96.413305
79.5,192.82266,96.41133
79.6,192.8187,96.40935
79.7,192.81474,96.40737
79.8,192.81079,96.405395
79.9,192.80684,96.40342
80,192.8029,96.40145
80.1,192.79895,96.399475
80.2,192.79501,96.397505
80.3,192.79108,96.39554
80.4,192.78714,96.39357
80.5,192.78322,96.39161
80.6,192.77928,96.38964
80.7,192.77536,96.38768
80.8,192.77144,96.38572
80.9,192.76752,96.38376
81,192.7636,96.3818
81.1,192.75969,96.379845
81.2,192.75577,96.377885
81.3,192.75186,96.37593
81.4,192.74796,96.37398
81.5,192.74406,96.37203
81.6,192.74016,96.37008
81.7,192.73627,96.368135
81.8,192.73238,96.36619
81.9,192.72849,96.364245
82,192.7246,96.3623
82.1,192.72072,96.36036
82.2,192.71683,96.358415
82.3,192.71295,96.356475
82.4,192.70908,96.35454
82.5,192.7052,96.3526
82.6,192.70134,96.35067
82.7,192.69746,96.34873
82.8,192.6936,96.3468
82.9,192.68974,96.34487
83,192.68588,96.34294
83.1,192.68202,96.34101
83.2,192.67818,96.33909
83.3,192.67433,96.337165
83.4,192.67049,96.335245
83.5,192.66664,96.33332
83.6,192.6628,96.3314
83.7,192.65895,96.329475
83.8,192.65512,96.32756
83.9,192.65129,96.325645
84,192.64746,96.32373
84.1,192.64363,96.321815
84.2,192.63982,96.31991
84.3,192.63599,96.317995
84.4,192.63217,96.316085
84.5,192.62836,96.31418
84.6,192.62454,96.31227
84.7,192.62074,96.31037
84.8,192.61693,96.308465
84.9,192.61313,96.306565
85,192.60933,96.304665
85.1,192.60553,96.302765
85.2,192.60173,96.300865
85.3,192.59795,96.298975
85.4,192.59415,96.297075
85.5,192.59036,96.29518
85.6,192.58658,96.29329
85.7,192.5828,96.2914
85.8,192.57903,96.289515
85.9,192.57524,96.28762
86,192.57147,96.285735
86.1,192.5677,96.28385
86.2,192.56393,96.281965
86.3,192.56018,96.28009
86.4,192.55641,96.278205
86.5,192.55266,96.27633
86.6,192.5489,96.27445
86.7,192.54515,96.272575
86.8,192.5414,96.2707
86.9,192.53766,96.26883
87,192.5339,96.26695
87.1,192.53017,96.265085
87.2,192.52643,96.263215
87.3,192.52269,96.261345
87.4,192.51895,96.259475
87.5,192.51523,96.257615
87.6,192.5115,96.25575
87.7,192.50778,96.25389
87.8,192.50406,96.25203
87.9,192.50034,96.25017
88,192.49661,96.248305
88.1,192.4929,96.24645
88.2,192.4892,96.2446
88.3,192.48549,96.242745
88.4,192.48178,96.24089
88.5,192.47807,96.239035
88.6,192.47438,96.23719
88.7,192.47069,96.235345
88.8,192.467,96.2335
88.9,192.4633,96.23165
89,192.45961,96.229805
89.1,192.45592,96.22796
89.2,192.45224,96.22612
89.3,192.44856,96.22428
89.4,192.44489,96.222445
89.5,192.44121,96.220605
89.6,192.43753,96.218765
89.7,192.43387,96.216935
89.8,192.4302,96.2151
89.9,192.42653,96.213265
90,192.42288,96.21144
90.1,192.41922,96.20961
90.2,192.41556,96.20778
90.3,192.41191,96.205955
90.4,192.40826,96.20413
90.5,192.40462,96.20231
90.6,192.40097,96.200485
90.7,192.39732,96.19866
90.8,192.39368,96.19684
90.9,192.39005,96.195025
91,192.38641,96.193205
91.1,192.38278,96.19139
91.2,192.37915,96.189575
91.3,192.37553,96.187765
91.4,192.3719,96.18595
91.5,192.36829,96.184145
91.6,192.36467,96.182335
91.7,192.36105,96.180525
91.8,192.35744,96.17872
91.9,192.35384,96.17692
92,192.35022,96.17511
92.1,192.34662,96.17331
92.2,192.34302,96.17151
92.3,192.33942,96.16971
92.4,192.33583,96.167915
92.5,192.33223,96.166115
92.6,192.32864,96.16432
92.7,192.32506,96.16253
92.8,192.32147,96.160735
92.9,192.31789,96.158945
93,192.3143,96.15715
93.1,192.31073,96.155365
93.2,192.30714,96.15357
93.3,192.30357,96.151785
93.4,192.3,96.15
93.5,192.29645,96.148225
93.6,192.29288,96.14644
93.7,192.28932,96.14466
93.8,192.28577,96.142885
93.9,192.2822,96.1411
94,192.27866,96.13933
94.1,192.2751,96.13755
94.2,192.27155,96.135775
94.3,192.268,96.134
94.4,192.26447,96.132235
94.5,192.26093,96.130465
94.6,192.25739,96.128695
94.7,192.25385,96.126925
94.8,192.25032,96.12516
94.9,192.2468,96.1234
95,192.24326,96.12163
95.1,192.23973,96.119865
95.2,192.23622,96.11811
95.3,192.2327,96.11635
95.4,192.22919,96.114595
95.5,192.22566,96.11283
95.6,192.22215,96.111075
95.7,192.21864,96.10932
95.8,192.21513,96.107565
95.9,192.21164,96.10582
96,192.20813,96.104065
96.1,192.20464,96.10232
96.2,192.20114,96.10057
96.3,192.19765,96.098825
96.4,192.19415,96.097075
96.5,192.19067,96.095335
96.6,192.18718,96.09359
96.7,192.1837,96.09185
96.8,192.18022,96.09011
96.9,192.17674,96.08837
97,192.17326,96.08663
97.1,192.1698,96.0849
97.2,192.16634,96.08317
97.3,192.16286,96.08143
97.4,192.1594,96.0797
97.5,192.15593,96.077965
97.6,192.15248,96.07624
97.7,192.14902,96.07451
97.8,192.14557,96.072785
97.9,192.14212,96.07106
98,192.13866,96.06933
98.1,192.13522,96.06761
98.2,192.13177,96.065885
98.3,192.12833,96.064165
98.4,192.1249,96.06245
98.5,192.12146,96.06073
98.6,192.11803,96.059015
98.7,192.1146,96.0573
98.8,192.11116,96.05558
98.9,192.10774,96.05387
99,192.10431,96.052155
99.1,192.10089,96.050445
99.2,192.09747,96.048735
99.3,192.09406,96.04703
99.4,192.09065,96.045325
99.5,192.08723,96.043615
99.6,192.08383,96.041915
99.7,192.08041,96.040205
99.8,192.07701,96.038505
99.9,192.07362,96.03681
100,192.07022,96.03511
100.1,192.06682,96.03341
100.2,192.06343,96.031715
100.3,192.06004,96.03002
100.4,192.05666,96.02833
100.5,192.05327,96.026635
100.6,192.04988,96.02494
100.7,192.04651,96.023255
100.8,192.04312,96.02156
