blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental
23A,CHAI CHEE RD,1,2003,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0
23A,GHIM MOH LINK,1,2011,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0
23A,QUEEN'S CL,22,1972,Y,N,N,N,N,N,QT,126,0,0,126,0,0,0,0,0,0,0,0,0
23A,SIN MING RD,2,1999,N,N,N,N,N,Y,BH,0,0,0,0,0,0,0,0,0,0,0,0,0
23A,TELOK BLANGAH CRES,2,2001,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0
23B,QUEEN'S CL,9,1972,Y,Y,N,Y,N,N,QT,96,0,0,0,96,0,0,0,0,0,0,0,0
230,ANG MO KIO AVE 3,12,1977,Y,N,N,Y,N,N,AMK,151,0,0,126,22,2,1,0,0,0,0,0,0
230,BISHAN ST 23,11,1989,Y,Y,N,N,N,N,BH,60,0,0,0,60,0,0,0,0,0,0,0,0
230,BT BATOK EAST AVE 3,10,1984,Y,Y,N,N,N,N,BB,150,0,0,94,55,0,0,0,0,0,0,1,0
230,CHOA CHU KANG CTRL,11,1990,Y,Y,N,N,N,N,CCK,118,0,0,0,118,0,0,0,0,0,0,0,0
230,COMPASSVALE WALK,16,1998,Y,N,N,Y,N,N,SK,150,0,0,0,120,30,0,0,0,0,0,0,0
230,HOUGANG AVE 1,11,1984,Y,N,N,N,N,N,HG,85,0,0,0,40,45,0,0,0,0,0,0,0
230,JURONG EAST ST 21,25,1981,Y,N,N,N,N,N,JE,96,0,0,0,0,96,0,0,0,0,0,0,0
230,LOR 8 TOA PAYOH,25,1976,Y,N,N,N,N,N,TP,96,0,0,0,0,96,0,0,0,0,0,0,0
230,PASIR RIS ST 21,13,1992,Y,Y,N,N,N,N,PRC,120,0,0,0,60,60,0,0,0,0,0,0,0
230,PENDING RD,12,1986,Y,N,N,N,N,N,BP,110,0,0,66,44,0,0,0,0,0,0,0,0
230,SERANGOON AVE 4,12,1984,Y,N,N,N,N,N,SGN,157,0,0,99,57,1,0,0,0,0,0,0,0
230,SIMEI ST 4,11,1987,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0
230,TAMPINES ST 24,12,1984,Y,Y,N,N,N,N,TAP,110,0,0,0,16,94,0,0,0,0,0,0,0
230,YISHUN ST 21,4,1984,Y,N,N,N,N,N,YS,24,0,0,16,8,0,0,0,0,0,0,0,0
230A,BT BATOK ST 21,20,2014,Y,N,N,Y,N,Y,BB,180,0,27,0,0,0,0,0,153,0,0,0,0
230A,TAMPINES ST 21,5,1992,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
230B,TAMPINES ST 24,12,1993,Y,N,N,Y,N,N,TAP,110,0,0,0,44,66,0,0,0,0,0,0,0
230C,TAMPINES ST 24,12,1992,Y,N,N,N,N,N,TAP,90,0,0,0,24,66,0,0,0,0,0,0,0
230D,TAMPINES ST 24,12,1993,Y,N,N,N,N,N,TAP,55,0,0,0,0,0,55,0,0,0,0,0,0
230E,TAMPINES ST 24,12,1992,Y,N,N,N,N,N,TAP,44,0,0,0,0,0,44,0,0,0,0,0,0
230F,TAMPINES ST 24,12,1992,Y,N,N,N,N,N,TAP,44,0,0,0,0,0,44,0,0,0,0,0,0
230G,TAMPINES ST 21,12,1992,Y,N,N,N,N,N,TAP,44,0,0,0,0,0,44,0,0,0,0,0,0
230H,TAMPINES ST 21,12,1993,Y,N,N,N,N,N,TAP,44,0,0,0,0,0,44,0,0,0,0,0,0
230J,TAMPINES ST 21,12,1993,Y,N,N,N,N,N,TAP,55,0,0,0,0,0,55,0,0,0,0,0,0
231,ANG MO KIO AVE 3,12,1977,Y,N,N,Y,N,N,AMK,110,0,0,0,110,0,0,0,0,0,0,0,0
231,BAIN ST,5,1980,N,Y,N,N,N,N,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
231,BISHAN ST 23,19,1990,Y,Y,N,Y,N,N,BH,94,0,0,0,0,0,94,0,0,0,0,0,0
231,BT BATOK EAST AVE 5,13,1984,Y,N,N,N,N,N,BB,173,0,0,110,63,0,0,0,0,0,0,0,0
231,CHOA CHU KANG CTRL,4,1989,Y,N,N,N,N,N,CCK,16,0,0,0,16,0,0,0,0,0,0,0,0
231,COMPASSVALE WALK,16,1997,Y,N,N,Y,N,N,SK,150,0,0,0,120,30,0,0,0,0,0,0,0
231,HOUGANG ST 21,13,1983,Y,N,N,Y,N,N,HG,102,0,0,0,22,80,0,0,0,0,0,0,0
231,JURONG EAST ST 21,12,1981,Y,N,N,N,N,N,JE,152,0,0,128,22,0,2,0,0,0,0,0,0
231,LOR 8 TOA PAYOH,12,1976,Y,N,N,Y,N,N,TP,176,0,0,176,0,0,0,0,0,0,0,0,0
231,PASIR RIS DR 4,13,1992,Y,N,N,N,N,N,PRC,98,0,0,0,36,62,0,0,0,0,0,0,0
231,PENDING RD,4,1987,Y,N,N,N,N,N,BP,24,0,0,13,7,4,0,0,0,0,0,0,0
231,SERANGOON AVE 3,12,1984,Y,N,N,N,N,N,SGN,88,0,0,0,88,0,0,0,0,0,0,0,0
231,SIMEI ST 4,11,1988,Y,N,N,Y,N,N,TAP,90,0,0,0,54,36,0,0,0,0,0,0,0
231,SUMANG LANE,1,2017,N,Y,N,N,N,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
231,TAMPINES ST 21,4,1984,Y,N,N,N,N,N,TAP,32,0,0,16,16,0,0,0,0,0,0,0,0
231,YISHUN ST 21,12,1984,Y,N,N,N,N,N,YS,88,0,0,0,12,76,0,0,0,0,0,0,0
231A,BISHAN ST 23,3,1989,N,N,N,N,Y,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0
231A,PASIR RIS DR 4,4,1992,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0
231A,SUMANG LANE,17,2017,Y,Y,N,N,N,N,PG,90,0,0,0,60,30,0,0,0,0,0,0,0
231B,SUMANG LANE,17,2017,Y,N,N,N,N,N,PG,96,0,0,0,32,64,0,0,0,0,0,0,0
232,ANG MO KIO AVE 3,12,1977,Y,Y,N,N,N,N,AMK,144,0,0,122,20,1,1,0,0,0,0,0,0
232,BAIN ST,25,1979,Y,N,N,Y,N,N,CT,120,0,0,0,120,0,0,0,0,0,0,0,0
232,BISHAN ST 22,11,1990,Y,Y,N,N,N,N,BH,75,0,0,0,68,7,0,0,0,0,0,0,0
232,BT BATOK EAST AVE 5,4,1984,Y,N,N,N,N,N,BB,40,0,0,24,16,0,0,0,0,0,0,0,0
232,CHOA CHU KANG CTRL,15,1989,Y,Y,N,N,N,N,CCK,72,0,0,0,72,0,0,0,0,0,0,0,0
232,COMPASSVALE WALK,15,1997,Y,Y,N,Y,N,N,SK,140,0,0,0,56,84,0,0,0,0,0,0,0
232,HOUGANG AVE 1,13,1983,Y,Y,N,N,N,N,HG,124,0,0,0,124,0,0,0,0,0,0,0,0
232,JURONG EAST ST 21,10,1981,Y,N,N,N,N,N,JE,89,0,0,52,36,0,1,0,0,0,0,0,0
232,LOR 8 TOA PAYOH,12,1976,Y,N,N,Y,N,N,TP,174,0,0,171,0,2,0,0,0,0,0,1,0
232,PASIR RIS DR 4,13,1992,Y,N,N,N,N,N,PRC,98,0,0,0,36,62,0,0,0,0,0,0,0
232,PENDING RD,12,1987,Y,Y,N,N,N,N,BP,110,0,0,66,44,0,0,0,0,0,0,0,0
232,SERANGOON AVE 3,12,1984,Y,N,N,N,N,N,SGN,88,0,0,0,88,0,0,0,0,0,0,0,0
232,SIMEI ST 4,11,1989,Y,N,N,N,N,N,TAP,90,0,0,0,54,36,0,0,0,0,0,0,0
232,SUMANG LANE,1,2017,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
232,TAMPINES ST 21,12,1984,Y,N,N,Y,N,N,TAP,110,0,0,0,16,94,0,0,0,0,0,0,0
232,YISHUN ST 21,12,1984,Y,Y,N,N,N,N,YS,110,0,0,0,16,94,0,0,0,0,0,0,0
232A,SERANGOON AVE 2,16,1997,Y,N,N,N,N,N,SGN,90,0,0,0,0,0,90,0,0,0,0,0,0
232A,SUMANG LANE,17,2017,Y,N,N,Y,N,N,PG,96,0,0,0,32,64,0,0,0,0,0,0,0
232B,SUMANG LANE,17,2017,Y,N,N,Y,N,N,PG,96,0,0,0,48,48,0,0,0,0,0,0,0
232C,SUMANG LANE,17,2017,Y,N,N,N,N,N,PG,192,0,128,32,32,0,0,0,0,0,0,0,0
233,ANG MO KIO AVE 3,12,1977,Y,Y,N,N,N,N,AMK,142,0,0,117,20,3,2,0,0,0,0,0,0
233,BAIN ST,25,1979,Y,Y,N,N,N,N,CT,120,0,0,0,120,0,0,0,0,0,0,0,0
233,BISHAN ST 22,11,1990,Y,N,N,Y,N,N,BH,61,0,0,0,61,0,0,0,0,0,0,0,0
233,BT BATOK EAST AVE 5,12,1984,Y,Y,N,N,N,N,BB,140,0,0,94,41,2,2,0,0,0,0,1,0
233,CHOA CHU KANG CTRL,15,1989,Y,Y,N,N,N,N,CCK,72,0,0,0,72,0,0,0,0,0,0,0,0
233,COMPASSVALE WALK,16,1997,Y,N,N,N,N,N,SK,90,0,0,0,15,75,0,0,0,0,0,0,0
233,HOUGANG ST 21,4,1983,Y,N,N,N,N,N,HG,28,0,0,0,8,20,0,0,0,0,0,0,0
233,JURONG EAST ST 21,8,1981,Y,N,N,Y,N,N,JE,84,0,0,70,14,0,0,0,0,0,0,0,0
233,LOR 8 TOA PAYOH,12,1976,Y,Y,N,N,N,N,TP,121,0,0,119,0,2,0,0,0,0,0,0,0
233,PASIR RIS DR 4,13,1992,Y,Y,N,N,N,N,PRC,120,0,0,0,24,96,0,0,0,0,0,0,0
233,PENDING RD,13,1987,Y,N,N,N,N,N,BP,60,0,0,0,0,0,60,0,0,0,0,0,0
233,SERANGOON AVE 3,11,1984,Y,N,N,N,N,N,SGN,100,0,0,0,100,0,0,0,0,0,0,0,0
233,SIMEI ST 4,11,1988,Y,N,N,Y,N,N,TAP,110,0,0,0,74,36,0,0,0,0,0,0,0
233,SUMANG LANE,7,2017,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
233,TAMPINES ST 21,12,1984,Y,Y,N,N,N,N,TAP,110,0,0,0,16,94,0,0,0,0,0,0,0
233,YISHUN ST 21,4,1984,Y,Y,N,N,N,N,YS,19,0,0,14,5,0,0,0,0,0,0,0,0
233A,COMPASSVALE WALK,5,1997,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
233A,LOR 8 TOA PAYOH,3,2005,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
233A,PASIR RIS DR 4,1,1992,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0
233A,SUMANG LANE,17,2017,Y,N,N,N,N,N,PG,192,0,160,32,0,0,0,0,0,0,0,0,0
233B,SUMANG LANE,17,2017,Y,N,N,Y,N,N,PG,96,0,0,0,48,48,0,0,0,0,0,0,0
233C,SUMANG LANE,17,2017,Y,N,N,Y,N,N,PG,96,0,0,0,48,48,0,0,0,0,0,0,0
234,ANG MO KIO AVE 3,12,1976,Y,N,N,N,N,N,AMK,88,0,0,0,55,33,0,0,0,0,0,0,0
234,BISHAN ST 22,13,1990,Y,Y,N,N,N,N,BH,52,0,0,0,43,9,0,0,0,0,0,0,0
234,BT BATOK EAST AVE 5,4,1984,Y,N,N,N,N,N,BB,24,0,0,16,8,0,0,0,0,0,0,0,0
234,BT PANJANG RING RD,12,1988,Y,N,N,N,N,N,BP,84,0,0,0,46,38,0,0,0,0,0,0,0
234,CHOA CHU KANG CTRL,12,1988,Y,N,N,Y,N,N,CCK,110,0,0,0,70,40,0,0,0,0,0,0,0
234,COMPASSVALE WALK,15,1997,Y,N,N,N,N,N,SK,84,0,0,0,56,28,0,0,0,0,0,0,0
234,HOUGANG AVE 1,13,1984,Y,N,N,Y,N,N,HG,90,0,0,0,48,42,0,0,0,0,0,0,0
234,JURONG EAST ST 21,12,1981,Y,Y,N,N,N,N,JE,88,0,0,0,12,76,0,0,0,0,0,0,0
234,LOR 8 TOA PAYOH,12,1976,Y,Y,N,N,N,N,TP,117,0,0,114,0,3,0,0,0,0,0,0,0
234,PASIR RIS DR 4,13,1992,Y,N,N,Y,N,N,PRC,120,0,0,0,48,72,0,0,0,0,0,0,0
234,SERANGOON AVE 3,12,1984,Y,N,N,N,N,N,SGN,88,0,0,0,88,0,0,0,0,0,0,0,0
234,SIMEI ST 4,11,1987,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0
234,SUMANG LANE,1,2017,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
234,TAMPINES ST 21,12,1984,Y,N,N,N,N,N,TAP,132,0,0,66,66,0,0,0,0,0,0,0,0
234,YISHUN ST 21,12,1984,Y,N,N,Y,N,N,YS,117,0,0,53,45,19,0,0,0,0,0,0,0
234A,BT PANJANG RING RD,5,2000,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
234A,SUMANG LANE,17,2017,Y,N,N,N,N,N,PG,112,0,32,48,32,0,0,0,0,0,0,0,0
234A,SERANGOON AVE 2,16,1997,Y,N,N,N,N,N,SGN,90,0,0,0,0,0,90,0,0,0,0,0,0
234B,SUMANG LANE,17,2017,Y,N,N,N,N,N,PG,96,0,0,0,48,48,0,0,0,0,0,0,0
235,ANG MO KIO AVE 3,12,1976,Y,N,N,Y,N,N,AMK,153,0,0,130,22,1,0,0,0,0,0,0,0
235,BISHAN ST 22,10,1990,Y,Y,N,N,N,N,BH,63,0,0,0,45,18,0,0,0,0,0,0,0
235,BT PANJANG RING RD,13,1988,Y,N,N,Y,N,N,BP,116,0,0,0,96,20,0,0,0,0,0,0,0
235,BT BATOK EAST AVE 5,12,1984,Y,N,N,Y,N,N,BB,179,0,0,105,69,2,0,0,0,0,0,3,0
235,CHOA CHU KANG CTRL,19,1990,Y,Y,N,N,N,N,CCK,64,0,0,0,0,0,64,0,0,0,0,0,0
235,COMPASSVALE WALK,15,1997,Y,N,N,N,N,N,SK,84,0,0,0,56,28,0,0,0,0,0,0,0
235,HOUGANG ST 21,4,1983,Y,N,N,N,N,N,HG,28,0,0,0,0,0,28,0,0,0,0,0,0
235,JURONG EAST ST 21,4,1981,Y,Y,N,N,N,N,JE,15,0,0,15,0,0,0,0,0,0,0,0,0
235,LOR 8 TOA PAYOH,12,1975,Y,N,N,Y,N,N,TP,129,0,0,126,0,3,0,0,0,0,0,0,0
235,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,48,0,0,0,0,0,48,0,0,0,0,0,0
235,SERANGOON AVE 3,12,1984,Y,N,N,Y,N,N,SGN,88,0,0,0,88,0,0,0,0,0,0,0,0
235,SIMEI ST 4,4,1987,Y,N,N,N,N,N,TAP,14,0,0,0,9,5,0,0,0,0,0,0,0
235,TAMPINES ST 21,12,1984,Y,N,N,N,N,N,TAP,132,0,0,66,66,0,0,0,0,0,0,0,0
235,YISHUN ST 21,10,1984,Y,Y,N,Y,N,N,YS,84,0,0,39,32,13,0,0,0,0,0,0,0
235A,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0
236,BISHAN ST 22,16,1990,Y,Y,N,Y,N,N,BH,100,0,0,0,80,20,0,0,0,0,0,0,0
236,BT PANJANG RING RD,12,1987,Y,N,N,Y,N,N,BP,110,0,0,0,110,0,0,0,0,0,0,0,0
236,BT BATOK EAST AVE 5,10,1984,Y,Y,N,N,N,N,BB,108,0,0,0,20,88,0,0,0,0,0,0,0
236,CHOA CHU KANG CTRL,12,1988,Y,N,N,Y,N,N,CCK,88,0,0,0,48,40,0,0,0,0,0,0,0
236,COMPASSVALE WALK,16,1997,Y,N,N,N,N,N,SK,120,0,0,0,60,60,0,0,0,0,0,0,0
236,HOUGANG AVE 1,13,1983,Y,N,N,N,N,N,HG,96,0,0,0,96,0,0,0,0,0,0,0,0
236,JURONG EAST ST 21,9,1981,Y,N,N,Y,N,N,JE,96,0,0,0,96,0,0,0,0,0,0,0,0
236,LOR 1 TOA PAYOH,9,1986,Y,N,N,Y,N,N,TP,76,0,0,0,0,0,76,0,0,0,0,0,0
236,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,60,0,0,0,0,0,60,0,0,0,0,0,0
236,SERANGOON AVE 3,11,1984,Y,N,N,Y,N,N,SGN,100,0,0,0,100,0,0,0,0,0,0,0,0
236,TAMPINES ST 21,12,1984,Y,N,N,N,N,N,TAP,132,0,0,66,66,0,0,0,0,0,0,0,0
236,YISHUN RING RD,10,1984,Y,Y,N,N,N,N,YS,84,0,0,39,32,13,0,0,0,0,0,0,0
236A,COMPASSVALE WALK,5,1997,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
236A,SERANGOON AVE 2,16,1997,Y,N,N,N,N,N,SGN,90,0,0,0,0,0,90,0,0,0,0,0,0
237,BISHAN ST 22,16,1990,Y,Y,N,N,N,N,BH,85,0,0,0,42,33,10,0,0,0,0,0,0
237,BOON LAY DR,5,2023,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
237,BT BATOK EAST AVE 5,4,1984,Y,N,N,N,N,N,BB,16,0,0,8,8,0,0,0,0,0,0,0,0
237,BT PANJANG RING RD,13,1988,Y,N,N,Y,N,N,BP,118,0,0,0,88,30,0,0,0,0,0,0,0
237,CHOA CHU KANG CTRL,11,1990,Y,Y,N,N,N,N,CCK,118,0,0,0,118,0,0,0,0,0,0,0,0
237,COMPASSVALE WALK,16,1998,Y,Y,N,Y,N,N,SK,120,0,0,0,60,60,0,0,0,0,0,0,0
237,HOUGANG ST 21,15,1983,Y,N,N,Y,N,N,HG,125,0,0,0,0,0,125,0,0,0,0,0,0
237,JURONG EAST ST 21,4,1981,Y,Y,N,N,N,N,JE,12,0,0,12,0,0,0,0,0,0,0,0,0
237,LOR 1 TOA PAYOH,9,1986,Y,N,N,N,N,N,TP,72,0,0,0,0,0,72,0,0,0,0,0,0
237,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,48,0,0,0,0,0,48,0,0,0,0,0,0
237,SERANGOON AVE 3,11,1985,Y,Y,N,N,N,N,SGN,105,0,0,63,41,1,0,0,0,0,0,0,0
237,TAMPINES ST 21,12,1984,Y,N,N,Y,N,N,TAP,132,0,0,66,66,0,0,0,0,0,0,0,0
237,YISHUN RING RD,12,1984,Y,N,N,N,N,N,YS,102,0,0,50,44,8,0,0,0,0,0,0,0
237A,BISHAN ST 22,3,1990,N,N,N,N,Y,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0
237A,BOON LAY DR,15,2023,Y,N,N,N,N,N,JW,80,0,0,0,26,54,0,0,0,0,0,0,0
237B,BOON LAY DR,17,2023,Y,N,N,N,N,N,JW,158,0,78,32,48,0,0,0,0,0,0,0,0
238,BISHAN ST 22,13,1990,Y,Y,N,Y,N,N,BH,76,0,0,0,0,0,76,0,0,0,0,0,0
238,BT BATOK EAST AVE 5,13,1984,Y,N,N,Y,N,N,BB,173,0,0,110,63,0,0,0,0,0,0,0,0
238,BT PANJANG RING RD,12,1987,Y,N,N,N,N,N,BP,96,0,0,0,57,39,0,0,0,0,0,0,0
238,CHOA CHU KANG CTRL,4,1989,Y,N,N,N,N,N,CCK,16,0,0,0,16,0,0,0,0,0,0,0,0
238,COMPASSVALE WALK,16,1998,Y,N,N,Y,N,N,SK,137,0,0,0,92,45,0,0,0,0,0,0,0
238,HOUGANG AVE 1,13,1983,Y,Y,N,Y,N,N,HG,116,0,0,0,22,94,0,0,0,0,0,0,0
238,JURONG EAST ST 21,25,1982,Y,Y,N,N,N,N,JE,96,0,0,0,0,96,0,0,0,0,0,0,0
238,LOR 1 TOA PAYOH,22,1986,Y,N,N,N,N,N,TP,126,0,0,0,42,84,0,0,0,0,0,0,0
238,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,62,0,0,0,0,0,62,0,0,0,0,0,0
238,SERANGOON AVE 2,11,1984,Y,Y,N,Y,N,N,SGN,100,0,0,0,100,0,0,0,0,0,0,0,0
238,TAMPINES ST 21,4,1984,Y,N,N,N,N,N,TAP,32,0,0,16,16,0,0,0,0,0,0,0,0
238,YISHUN RING RD,12,1984,Y,N,N,N,N,N,YS,88,0,0,0,12,76,0,0,0,0,0,0,0
238A,BOON LAY DR,17,2023,Y,N,N,N,N,N,JW,144,0,80,0,64,0,0,0,0,0,0,0,0
238A,SERANGOON AVE 2,5,1997,N,N,N,N,Y,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0
238B,BOON LAY DR,17,2023,Y,N,N,N,N,N,JW,160,0,80,32,48,0,0,0,0,0,0,0,0
239,BISHAN ST 22,25,1990,Y,Y,N,N,N,N,BH,96,0,0,0,84,12,0,0,0,0,0,0,0
239,BT BATOK EAST AVE 5,13,1984,Y,N,N,Y,N,N,BB,171,0,0,105,63,2,0,0,0,0,0,1,0
239,BT PANJANG RING RD,13,1988,Y,N,N,N,N,N,BP,76,0,0,0,0,0,76,0,0,0,0,0,0
239,CHOA CHU KANG CTRL,4,1989,Y,N,N,N,N,N,CCK,24,0,0,0,21,3,0,0,0,0,0,0,0
239,COMPASSVALE WALK,15,1998,Y,N,N,N,N,N,SK,98,0,0,0,42,56,0,0,0,0,0,0,0
239,HOUGANG ST 22,13,1984,Y,N,N,N,N,N,HG,133,0,0,0,121,12,0,0,0,0,0,0,0
239,JURONG EAST ST 21,25,1982,Y,N,N,N,N,N,JE,96,0,0,0,0,96,0,0,0,0,0,0,0
239,LOR 1 TOA PAYOH,22,1986,Y,N,N,N,N,N,TP,126,0,0,0,42,84,0,0,0,0,0,0,0
239,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,60,0,0,0,0,0,60,0,0,0,0,0,0
239,SERANGOON AVE 2,12,1984,Y,N,N,Y,N,N,SGN,88,0,0,0,88,0,0,0,0,0,0,0,0
239,TAMPINES ST 21,4,1984,Y,N,N,N,N,N,TAP,32,0,0,16,16,0,0,0,0,0,0,0,0
239,YISHUN RING RD,4,1984,Y,Y,N,N,N,N,YS,27,0,0,22,5,0,0,0,0,0,0,0,0
239A,BOON LAY DR,17,2023,Y,N,N,N,N,N,JW,137,0,75,0,62,0,0,0,0,0,0,0,0
239A,PASIR RIS ST 21,1,1992,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0
239B,BOON LAY DR,15,2023,Y,N,N,N,N,N,JW,96,0,0,0,26,70,0,0,0,0,0,0,0
24,BALAM RD,10,1965,Y,N,N,N,N,N,GL,120,0,0,120,0,0,0,0,0,0,0,0,0
24,BENDEMEER RD,12,1970,Y,Y,N,N,N,N,KWN,124,0,0,122,0,2,0,0,0,0,0,0,0
24,BEO CRES,10,1963,Y,N,N,N,N,N,BM,119,0,30,88,1,0,0,0,0,0,0,0,0
24,CHAI CHEE RD,12,1972,Y,N,N,Y,N,N,BD,264,0,0,0,0,0,0,0,0,264,0,0,0
24,EUNOS CRES,12,1976,Y,N,N,N,N,N,GL,150,0,0,146,0,4,0,0,0,0,0,0,0
24,GHIM MOH LINK,4,2011,N,N,N,Y,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0
24,HOUGANG AVE 3,14,1977,Y,Y,N,N,N,N,HG,207,0,0,180,26,0,1,0,0,0,0,0,0
24,MARSILING DR,13,1976,Y,N,N,Y,N,N,WL,191,0,0,166,24,0,1,0,0,0,0,0,0
24,NEW UPP CHANGI RD,14,1978,Y,N,N,Y,N,N,BD,156,0,0,130,26,0,0,0,0,0,0,0,0
24,SIN MING RD,12,1973,Y,Y,N,N,N,N,BH,144,0,0,144,0,0,0,0,0,0,0,0,0
24,ST. GEORGE'S LANE,1,2019,N,N,N,N,N,Y,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
24,TANGLIN HALT RD,10,1962,Y,N,N,N,N,N,QT,111,0,0,0,0,0,0,0,0,0,27,81,3
24,TEBAN GDNS RD,12,1980,Y,N,N,N,N,N,JE,110,0,0,0,110,0,0,0,0,0,0,0,0
24,TELOK BLANGAH CRES,14,1974,Y,N,N,N,N,N,BM,130,0,0,0,130,0,0,0,0,0,0,0,0
24,TIONG BAHRU RD,4,1949,Y,N,N,N,N,N,BM,16,0,0,16,0,0,0,0,0,0,0,0,0
24A,SIN MING RD,2,1998,N,N,N,N,Y,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0
240,BISHAN ST 22,4,1990,Y,N,N,N,N,N,BH,8,0,0,0,0,0,8,0,0,0,0,0,0
240,BT PANJANG RING RD,12,1987,Y,N,N,Y,N,N,BP,110,0,0,0,110,0,0,0,0,0,0,0,0
240,BT BATOK EAST AVE 5,13,1984,Y,N,N,Y,N,N,BB,172,0,0,110,62,0,0,0,0,0,0,0,0
240,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,92,0,0,0,62,30,0,0,0,0,0,0,0
240,HOUGANG ST 22,15,1984,Y,Y,N,N,N,N,HG,112,0,0,56,56,0,0,0,0,0,0,0,0
240,JURONG EAST ST 21,11,1981,Y,N,N,Y,N,N,JE,80,0,0,0,12,68,0,0,0,0,0,0,0
240,LOR 1 TOA PAYOH,9,1985,Y,N,N,N,N,N,TP,48,0,0,0,0,0,48,0,0,0,0,0,0
240,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,60,0,0,0,0,0,60,0,0,0,0,0,0
240,SERANGOON AVE 2,12,1984,Y,N,N,N,N,N,SGN,88,0,0,0,88,0,0,0,0,0,0,0,0
240,TAMPINES ST 21,12,1983,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
240,YISHUN RING RD,12,1984,Y,N,N,N,N,N,YS,110,0,0,0,16,94,0,0,0,0,0,0,0
240A,JURONG EAST AVE 1,22,2019,Y,N,N,N,N,N,JE,63,0,0,63,0,0,0,0,0,0,0,0,0
240B,JURONG EAST AVE 1,28,2019,Y,N,N,N,N,N,JE,162,0,0,0,0,0,0,0,0,81,81,0,0
240C,JURONG EAST AVE 1,6,2019,N,N,N,Y,Y,Y,JE,0,0,0,0,0,0,0,0,0,0,0,0,0
241,BISHAN ST 22,21,1990,Y,Y,N,N,N,N,BH,100,0,0,0,66,24,10,0,0,0,0,0,0
241,BT PANJANG RING RD,11,1987,Y,N,N,N,N,N,BP,80,0,0,0,44,36,0,0,0,0,0,0,0
241,BT BATOK EAST AVE 5,13,1984,Y,N,N,Y,N,N,BB,173,0,0,110,63,0,0,0,0,0,0,0,0
241,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,90,0,0,0,45,45,0,0,0,0,0,0,0
241,HOUGANG ST 22,12,1984,Y,N,N,N,N,N,HG,158,0,0,100,58,0,0,0,0,0,0,0,0
241,JURONG EAST ST 24,13,1982,Y,N,N,Y,N,N,JE,215,0,0,190,24,0,1,0,0,0,0,0,0
241,KIM KEAT LINK,9,1988,Y,N,N,N,N,N,TP,64,0,0,0,48,16,0,0,0,0,0,0,0
241,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,48,0,0,0,0,0,48,0,0,0,0,0,0
