Source,Type,Target,Relation,Value,Data Type
Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_C_1,Instance,AtomCoordinateZ_00b7e248-ae24-35bf-b7a0-b470b923ddf6_C_1,http://purl.org/gc/hasAtomCoordinateZ,,
http://purl.org/gc/hasValue,Instance,AtomCoordinateZ_00b7e248-ae24-35bf-b7a0-b470b923ddf6_C_1,,0,String
AtomCoordinateZ_00b7e248-ae24-35bf-b7a0-b470b923ddf6_C_1,Instance,http://data.nasa.gov/qudt/owl/unit#Angstrom,http://purl.org/gc/hasUnit,,
Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,Instance,http://purl.org/gc/Atom,,,
Species_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,http://purl.org/gc/hasAtom,,
hasCanonicalPosition,Data Property,Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,,2,Integer
Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,Instance,http://www.daml.org/2003/01/periodictable/PeriodicTable.owl#O,http://purl.org/gc/isElement,,
AtomCoordinateX_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,Instance,http://purl.org/gc/FloatValue,,,
Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,Instance,AtomCoordinateX_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,http://purl.org/gc/hasAtomCoordinateX,,
http://purl.org/gc/hasValue,Instance,AtomCoordinateX_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,,18.0221,String
AtomCoordinateX_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,Instance,http://data.nasa.gov/qudt/owl/unit#Angstrom,http://purl.org/gc/hasUnit,,
AtomCoordinateY_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,Instance,http://purl.org/gc/FloatValue,,,
Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,Instance,AtomCoordinateY_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,http://purl.org/gc/hasAtomCoordinateY,,
http://purl.org/gc/hasValue,Instance,AtomCoordinateY_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,,10.5679,String
AtomCoordinateY_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,Instance,http://data.nasa.gov/qudt/owl/unit#Angstrom,http://purl.org/gc/hasUnit,,
AtomCoordinateZ_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,Instance,http://purl.org/gc/FloatValue,,,
Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,Instance,AtomCoordinateZ_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,http://purl.org/gc/hasAtomCoordinateZ,,
http://purl.org/gc/hasValue,Instance,AtomCoordinateZ_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,,0,String
AtomCoordinateZ_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_1,Instance,http://data.nasa.gov/qudt/owl/unit#Angstrom,http://purl.org/gc/hasUnit,,
Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,Instance,http://purl.org/gc/Atom,,,
Species_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,http://purl.org/gc/hasAtom,,
hasCanonicalPosition,Data Property,Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,,3,Integer
Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,Instance,http://www.daml.org/2003/01/periodictable/PeriodicTable.owl#O,http://purl.org/gc/isElement,,
AtomCoordinateX_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,Instance,http://purl.org/gc/FloatValue,,,
Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,Instance,AtomCoordinateX_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,http://purl.org/gc/hasAtomCoordinateX,,
http://purl.org/gc/hasValue,Instance,AtomCoordinateX_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,,15.9779,String
AtomCoordinateX_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,Instance,http://data.nasa.gov/qudt/owl/unit#Angstrom,http://purl.org/gc/hasUnit,,
AtomCoordinateY_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,Instance,http://purl.org/gc/FloatValue,,,
Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,Instance,AtomCoordinateY_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,http://purl.org/gc/hasAtomCoordinateY,,
http://purl.org/gc/hasValue,Instance,AtomCoordinateY_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,,9.4321,String
AtomCoordinateY_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,Instance,http://data.nasa.gov/qudt/owl/unit#Angstrom,http://purl.org/gc/hasUnit,,
AtomCoordinateZ_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,Instance,http://purl.org/gc/FloatValue,,,
Atom_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,Instance,AtomCoordinateZ_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,http://purl.org/gc/hasAtomCoordinateZ,,
http://purl.org/gc/hasValue,Instance,AtomCoordinateZ_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,,0,String
AtomCoordinateZ_00b7e248-ae24-35bf-b7a0-b470b923ddf6_O_2,Instance,http://data.nasa.gov/qudt/owl/unit#Angstrom,http://purl.org/gc/hasUnit,,
StandardEnthalpyOfFormation_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,StandardEnthalpyOfFormation,,,
Species_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,StandardEnthalpyOfFormation_00b7e248-ae24-35bf-b7a0-b470b923ddf6,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasStandardEnthalpyOfFormation,,
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#value,Data Property,StandardEnthalpyOfFormation_00b7e248-ae24-35bf-b7a0-b470b923ddf6,,-393.51 ± 0.13,String
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#units,Data Property,StandardEnthalpyOfFormation_00b7e248-ae24-35bf-b7a0-b470b923ddf6,,kJ/mol,String
Temperature_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,Temperature,,,
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#value,Data Property,Temperature_00b7e248-ae24-35bf-b7a0-b470b923ddf6,,298.15,String
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#units,Data Property,Temperature_00b7e248-ae24-35bf-b7a0-b470b923ddf6,,K,String
StandardEnthalpyOfFormation_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,Temperature_00b7e248-ae24-35bf-b7a0-b470b923ddf6,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasReferenceTemperature,,
Charge_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Charge,,,
Species_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,Charge_00b7e248-ae24-35bf-b7a0-b470b923ddf6,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasCharge,,
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#value,Data Property,Charge_00b7e248-ae24-35bf-b7a0-b470b923ddf6,,0,String
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#units,Data Property,Charge_00b7e248-ae24-35bf-b7a0-b470b923ddf6,,e,String
Species_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Species,,,
MolecularFormula_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#MolecularFormula,,,
Species_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,MolecularFormula_00b7e248-ae24-35bf-b7a0-b470b923ddf6,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasMolecularFormula,,
Element_C,Instance,http://www.theworldavatar.com/ontology/ontokin/OntoKin.owl#Element,,,
MolecularFormula_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,Element_C,http://www.theworldavatar.com/ontology/ontokin/OntoKin.owl#hasElement,,
ElementNumber_00b7e248-ae24-35bf-b7a0-b470b923ddf6_1,Instance,http://www.theworldavatar.com/ontology/ontokin/OntoKin.owl#ElementNumber,,,
MolecularFormula_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,ElementNumber_00b7e248-ae24-35bf-b7a0-b470b923ddf6_1,http://www.theworldavatar.com/ontology/ontokin/OntoKin.owl#hasElementNumber,,
http://www.theworldavatar.com/ontology/ontokin/OntoKin.owl#hasNumberOfElement,Data Property,ElementNumber_00b7e248-ae24-35bf-b7a0-b470b923ddf6_1,,1,Integer
ElementNumber_00b7e248-ae24-35bf-b7a0-b470b923ddf6_1,Instance,Element_C,http://www.theworldavatar.com/ontology/ontokin/OntoKin.owl#indicatesNumberOf,,
Element_O,Instance,http://www.theworldavatar.com/ontology/ontokin/OntoKin.owl#Element,,,
MolecularFormula_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,Element_O,http://www.theworldavatar.com/ontology/ontokin/OntoKin.owl#hasElement,,
ElementNumber_00b7e248-ae24-35bf-b7a0-b470b923ddf6_2,Instance,http://www.theworldavatar.com/ontology/ontokin/OntoKin.owl#ElementNumber,,,
MolecularFormula_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,ElementNumber_00b7e248-ae24-35bf-b7a0-b470b923ddf6_2,http://www.theworldavatar.com/ontology/ontokin/OntoKin.owl#hasElementNumber,,
http://www.theworldavatar.com/ontology/ontokin/OntoKin.owl#hasNumberOfElement,Data Property,ElementNumber_00b7e248-ae24-35bf-b7a0-b470b923ddf6_2,,2,Integer
ElementNumber_00b7e248-ae24-35bf-b7a0-b470b923ddf6_2,Instance,Element_O,http://www.theworldavatar.com/ontology/ontokin/OntoKin.owl#indicatesNumberOf,,
Species_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#Species,,,
MolecularWeight_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#MolecularWeight,,,
Species_00b7e248-ae24-35bf-b7a0-b470b923ddf6,Instance,MolecularWeight_00b7e248-ae24-35bf-b7a0-b470b923ddf6,http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#hasMolecularWeight,,
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#value,Data Property,MolecularWeight_00b7e248-ae24-35bf-b7a0-b470b923ddf6,,44.009,String
http://www.theworldavatar.com/ontology/ontospecies/OntoSpecies.owl#units,Data Property,MolecularWeight_00b7e248-ae24-35bf-b7a0-b470b923ddf6,,g/mol,String
