snap,xcor_sw,ycor_sw,zcor_sw,xcor_ne,ycor_ne,zcor_ne,NOx,NMVOC,CO,SO2,NH3,PM2.5,PM10
2,551750.0001,5945656,0,552750,5946656,0,2552.1820,870.8056,18609.3693,1604.8449,64.3682,537.6855,576.9791
2,551750.0001,5946656,0,552750,5947656,0,2584.7504,885.2192,18914.8570,1626.2497,65.2795,546.6321,586.5521
2,551750.0001,5947656,0,552750,5948656,0,1377.0690,459.3067,9790.2072,858.8872,33.6567,283.6029,304.1787
2,552750.0001,5918656,0,553750,5919656,0,514.1198,255.3289,4796.3928,326.1558,12.2773,154.7730,163.6205
2,552750.0001,5919656,0,553750,5920656,0,348.8038,163.1266,3061.1134,217.3438,7.7909,98.9272,104.5416
2,552750.0001,5920656,0,553750,5921656,0,369.1997,177.4476,3331.4817,231.9163,8.5015,107.5897,113.7162
2,552750.0001,5921656,0,553750,5922656,0,519.2462,256.1335,4810.9488,328.7294,12.3069,155.2684,164.1373
2,552750.0001,5922656,0,553750,5923656,0,777.8827,394.4767,7435.0136,499.4330,19.5472,238.9753,252.8279
2,552750.0001,5923656,0,553750,5924656,0,2235.4724,1016.8544,19587.0714,1437.5706,57.1884,616.6597,654.2281
2,552750.0001,5924656,0,553750,5925656,0,1541.3852,524.4839,10750.6095,940.6739,38.4246,319.1703,341.5020
2,552750.0001,5925656,0,553750,5926656,0,194.0667,50.3080,1039.7422,110.4269,3.7528,30.7288,32.8664
2,552750.0001,5926656,0,553750,5927656,0,68.7247,9.6339,173.1035,34.0526,0.3349,5.9479,6.1890
2,552750.0001,5927656,0,553750,5928656,0,110.1765,15.4447,277.5121,54.5917,0.5368,9.5354,9.9220
2,552750.0001,5928656,0,553750,5929656,0,310.5113,52.8720,1184.9271,181.7079,5.8311,32.4363,35.0540
2,552750.0001,5929656,0,553750,5930656,0,2007.7154,369.9500,8872.3992,1258.6151,50.6828,226.4489,247.9682
2,552750.0001,5930656,0,553750,5931656,0,630.6890,106.8419,2512.0945,383.1124,14.5153,65.0526,71.1220
2,552750.0001,5931656,0,553750,5932656,0,37.9494,6.2150,145.8089,22.8854,0.8624,3.7719,4.1274
2,552750.0001,5933656,0,553750,5934656,0,708.8558,131.6458,3176.9022,447.4413,18.3699,80.5640,88.3300
2,552750.0001,5934656,0,553750,5935656,0,4471.5191,830.4320,20040.1531,2822.4952,115.8789,508.2039,557.1926
2,552750.0001,5935656,0,553750,5936656,0,3676.5999,682.8029,16477.5377,2320.7294,95.2787,417.8585,458.1383
2,552750.0001,5936656,0,553750,5937656,0,3513.3376,651.3885,15698.6791,2214.4148,90.5422,398.6519,436.9642
2,552750.0001,5937656,0,553750,5938656,0,111.4923,15.6292,280.8265,55.2437,0.5433,9.6493,10.0405
2,552750.0001,5938656,0,553750,5939656,0,199.9906,45.0745,909.3882,110.5432,2.7111,27.8356,29.5490
2,552750.0001,5939656,0,553750,5940656,0,116.7532,16.3667,294.0775,57.8504,0.5689,10.1046,10.5143
2,552750.0001,5940656,0,553750,5941656,0,554.4441,162.1630,3452.8689,337.5457,11.9857,100.2411,107.4155
2,552750.0001,5941656,0,553750,5942656,0,510.2383,154.4226,3251.2831,307.5439,10.8263,95.3592,102.0369
2,552750.0001,5942656,0,553750,5943656,0,423.5471,123.9114,2597.3586,252.4502,8.5547,76.5171,81.8076
2,552750.0001,5943656,0,553750,5944656,0,2286.0449,780.5944,16670.2304,1436.3393,57.4168,482.0411,517.1864
2,552750.0001,5944656,0,553750,5945656,0,1162.1877,392.0902,8395.1340,731.4224,29.1978,242.1894,259.9307
2,552750.0001,5945656,0,553750,5946656,0,1977.8458,669.8447,14326.0169,1243.5387,49.6208,413.7143,443.9549
2,552750.0001,5946656,0,553750,5947656,0,569.6320,166.9079,3550.2242,345.8972,12.7299,102.8389,110.3143
2,552750.0001,5947656,0,553750,5948656,0,905.8444,288.9154,6123.9591,555.3847,21.2378,178.0480,190.9024
2,553750.0001,5918656,0,554750,5919656,0,11.6506,1.6332,29.3455,5.7728,0.0568,1.0083,1.0492
2,553750.0001,5919656,0,554750,5920656,0,40.0247,5.6107,100.8141,19.8320,0.1950,3.4640,3.6044
2,553750.0001,5920656,0,554750,5921656,0,57.6720,8.5479,154.1174,28.7567,0.3057,5.2702,5.4903
2,553750.0001,5921656,0,554750,5922656,0,32.6081,4.6267,83.1972,16.1788,0.1619,2.8556,2.9722
2,553750.0001,5922656,0,554750,5923656,0,147.8010,76.6957,1441.7995,95.0476,3.7051,46.4762,49.1463
2,553750.0001,5923656,0,554750,5924656,0,2015.1126,442.8313,10111.7772,1273.7670,51.9573,270.3639,293.8785
2,553750.0001,5924656,0,554750,5925656,0,2283.1222,421.7959,10136.8096,1434.5382,58.1427,258.1656,282.8164
2,553750.0001,5925656,0,554750,5926656,0,100.0893,14.0307,252.1046,49.5936,0.4877,8.6624,9.0136
2,553750.0001,5926656,0,554750,5927656,0,103.0712,14.4487,259.6153,51.0711,0.5022,8.9205,9.2821
2,553750.0001,5927656,0,554750,5928656,0,110.1765,15.4447,277.5121,54.5917,0.5368,9.5354,9.9220
2,553750.0001,5928656,0,554750,5929656,0,616.2469,109.9907,2569.7542,375.7028,13.9107,67.3859,73.4085
2,553750.0001,5929656,0,554750,5930656,0,1684.7820,309.6184,7409.6751,1053.7079,42.1487,189.5334,207.4562
2,553750.0001,5930656,0,554750,5931656,0,47.5492,6.7770,124.5701,23.8924,0.2832,4.1816,4.3666
2,553750.0001,5933656,0,554750,5934656,0,922.3130,171.2881,4133.5602,582.1789,23.9016,104.8241,114.9287
2,553750.0001,5934656,0,554750,5935656,0,4078.7593,756.9220,18266.9349,2574.2856,105.6993,463.1820,507.8501
2,553750.0001,5935656,0,554750,5936656,0,4565.9801,844.4424,20382.8599,2880.2972,118.3191,516.5571,566.4708
2,553750.0001,5936656,0,554750,5937656,0,4471.5286,830.2557,20032.2983,2821.9463,115.7921,508.0997,557.0581
2,553750.0001,5937656,0,554750,5938656,0,599.1848,155.9269,3376.5563,363.7287,13.2414,96.0466,103.2823
2,553750.0001,5938656,0,554750,5939656,0,1877.7916,633.1839,13539.8756,1179.3512,46.9206,391.0622,419.6358
2,553750.0001,5939656,0,554750,5940656,0,616.5923,192.0184,4073.5848,377.3057,13.9285,118.5628,127.0423
2,553750.0001,5940656,0,554750,5941656,0,1128.4047,338.6382,7352.0705,708.5890,27.0345,209.5561,225.2286
2,553750.0001,5941656,0,554750,5942656,0,736.3792,213.5619,4612.2371,456.2651,16.7562,132.1472,141.8928
2,553750.0001,5942656,0,554750,5943656,0,119.4841,16.7495,300.9561,59.2036,0.5822,10.3410,10.7602
2,553750.0001,5943656,0,554750,5944656,0,1437.4986,481.2134,10253.9716,896.8331,35.1354,297.1632,318.6950
2,553750.0001,5944656,0,554750,5945656,0,2101.4513,598.0262,13291.0610,1347.3135,52.5499,370.8238,399.8294
2,553750.0001,5945656,0,554750,5946656,0,657.4178,169.9508,3771.8944,412.8655,15.0148,105.4639,113.6227
2,553750.0001,5946656,0,554750,5947656,0,118.8165,16.6559,299.2747,58.8728,0.5789,10.2832,10.7001
2,553750.0001,5947656,0,554750,5948656,0,119.9047,16.8822,303.8339,59.4690,0.5933,10.4227,10.8482
2,554750.0001,5919656,0,555750,5920656,0,15.1669,2.1261,38.2024,7.5151,0.0739,1.3127,1.3659
2,554750.0001,5920656,0,555750,5921656,0,10.1156,1.4180,25.4790,5.0122,0.0493,0.8755,0.9110
2,554750.0001,5921656,0,555750,5922656,0,0.2727,0.0382,0.6869,0.1351,0.0013,0.0236,0.0246
2,554750.0001,5923656,0,555750,5924656,0,720.6086,133.6950,3223.8206,454.4619,18.6128,81.8202,89.6932
2,554750.0001,5924656,0,555750,5925656,0,3732.1559,688.8883,16611.0691,2351.3232,96.2818,421.3916,462.0254
2,554750.0001,5925656,0,555750,5926656,0,107.5387,16.5650,335.1043,57.7262,1.2126,10.1942,10.8152
2,554750.0001,5926656,0,555750,5927656,0,46.6723,6.5426,117.5581,23.1258,0.2274,4.0393,4.2031
2,554750.0001,5927656,0,555750,5928656,0,110.1765,15.4447,277.5121,54.5917,0.5368,9.5354,9.9220
2,554750.0001,5928656,0,555750,5929656,0,812.4843,146.6525,3458.6095,500.2189,19.0966,89.8184,98.0265
2,554750.0001,5929656,0,555750,5930656,0,92.3987,13.3661,250.5581,47.0154,0.6413,8.2430,8.6348
2,554750.0001,5930656,0,555750,5931656,0,72.2480,10.1278,181.9779,35.7984,0.3520,6.2528,6.5063
2,554750.0001,5933656,0,555750,5934656,0,2334.8864,433.6254,10464.3365,1473.8181,60.5083,265.3680,290.9484
2,554750.0001,5934656,0,555750,5935656,0,4253.1079,774.9360,18720.3803,2676.9223,110.1859,473.3082,519.4393
2,554750.0001,5935656,0,555750,5936656,0,4247.6798,780.2449,18835.3425,2676.1589,109.9476,476.9712,523.2073
2,554750.0001,5936656,0,555750,5937656,0,2011.8850,370.7290,8891.2858,1261.2608,50.7930,226.9255,248.4913
2,554750.0001,5937656,0,555750,5938656,0,859.0647,216.2783,4793.7737,531.9952,20.7445,132.9655,143.6368
2,554750.0001,5938656,0,555750,5939656,0,2027.4750,669.1129,14341.8387,1271.9895,50.8009,412.9397,443.3943
2,554750.0001,5939656,0,555750,5940656,0,1973.9558,647.4927,13879.0601,1236.9756,49.2925,399.5493,429.0328
2,554750.0001,5940656,0,555750,5941656,0,1595.9893,498.1951,10795.0014,1007.0205,39.2931,308.1558,331.1775
2,554750.0001,5941656,0,555750,5942656,0,1676.0308,513.3457,11179.1588,1061.0671,41.3924,317.6817,341.6332
2,554750.0001,5942656,0,555750,5943656,0,1692.2102,518.5297,11292.7852,1071.4993,41.8193,320.8901,345.0876
2,554750.0001,5943656,0,555750,5944656,0,1340.3003,381.6183,8437.7773,853.6441,32.8899,236.5490,254.8552
2,554750.0001,5944656,0,555750,5945656,0,1715.0458,465.6939,10437.8273,1100.8099,42.4196,289.0542,311.9737
2,554750.0001,5945656,0,555750,5946656,0,1106.8569,293.9919,6564.1936,703.9152,26.4722,182.4677,196.7952
2,554750.0001,5946656,0,555750,5947656,0,631.9172,210.1862,4387.5304,381.7370,14.0153,129.6274,138.6020
2,554750.0001,5947656,0,555750,5948656,0,315.4302,90.7166,1863.5959,182.5352,5.7188,55.9542,59.6448
2,555750.0001,5922656,0,556750,5923656,0,324.6832,60.2988,1455.1433,204.9453,8.4141,36.9014,40.4585
2,555750.0001,5923656,0,556750,5924656,0,2511.1320,466.3570,11254.2224,1585.0672,65.0757,285.3990,312.9103
2,555750.0001,5924656,0,556750,5925656,0,3511.4593,647.6718,15611.7567,2211.2939,90.4494,396.1731,434.3494
2,555750.0001,5925656,0,556750,5926656,0,243.0297,40.4644,887.8706,139.4843,4.1399,24.8411,26.7398
2,555750.0001,5926656,0,556750,5927656,0,92.0861,12.9088,231.9461,45.6281,0.4487,7.9698,8.2929
2,555750.0001,5927656,0,556750,5928656,0,110.1765,15.4447,277.5121,54.5917,0.5368,9.5354,9.9220
2,555750.0001,5928656,0,556750,5929656,0,801.0795,144.5218,3406.9517,492.9824,18.7952,88.5147,96.5957
2,555750.0001,5929656,0,556750,5930656,0,89.1029,12.4906,224.4319,44.1499,0.4342,7.7116,8.0242
2,555750.0001,5930656,0,556750,5931656,0,596.6635,107.1436,2516.0356,365.6956,13.7682,65.6304,71.5676
2,555750.0001,5931656,0,556750,5932656,0,2046.8099,378.9546,9141.3614,1290.7468,52.9230,231.8579,254.2120
2,555750.0001,5932656,0,556750,5933656,0,104.0179,18.3908,445.0185,65.1793,2.6936,11.1968,12.3075
2,555750.0001,5933656,0,556750,5934656,0,4092.3027,760.0055,18340.6066,2583.1277,106.0516,465.1046,509.9387
2,555750.0001,5934656,0,556750,5935656,0,4391.4463,815.5612,19681.2885,2771.9520,113.8038,499.1033,547.2148
2,555750.0001,5935656,0,556750,5936656,0,4253.1678,789.8807,19061.5612,2684.6684,110.2204,483.3875,529.9840
2,555750.0001,5936656,0,556750,5937656,0,2735.5464,485.4878,11712.1745,1711.0598,70.0909,295.8264,324.8785
2,555750.0001,5937656,0,556750,5938656,0,3600.3185,667.9758,16107.1934,2270.6107,92.9966,408.7957,448.1318
2,555750.0001,5938656,0,556750,5939656,0,3165.4941,782.9172,17665.9810,1987.0788,81.0984,480.9110,521.0564
2,555750.0001,5939656,0,556750,5940656,0,2669.7633,907.3131,19419.7690,1681.5447,67.4435,560.3685,601.4156
2,555750.0001,5940656,0,556750,5941656,0,913.0517,278.4025,5998.3481,569.0255,21.5113,172.1709,184.8555
2,555750.0001,5941656,0,556750,5942656,0,338.4671,88.6098,1881.2563,201.8048,6.5619,54.8173,58.6768
2,555750.0001,5942656,0,556750,5943656,0,1570.1830,474.3002,10357.1387,995.0458,38.7749,293.5632,315.8174
2,555750.0001,5943656,0,556750,5944656,0,926.9486,244.7681,5444.7771,586.1283,21.7548,151.8858,163.7139
2,555750.0001,5944656,0,556750,5945656,0,751.2399,194.1389,4308.3953,471.7127,17.1476,120.4737,129.7919
2,555750.0001,5945656,0,556750,5946656,0,495.5992,123.0815,2698.9854,304.6143,10.4443,76.3457,82.0824
2,555750.0001,5946656,0,556750,5947656,0,319.7629,92.3521,1898.1486,185.2622,5.8324,56.9628,60.7258
2,555750.0001,5947656,0,556750,5948656,0,1464.1065,524.3267,11024.1104,905.5299,35.8306,323.3481,346.2165
2,556750.0001,5921656,0,557750,5922656,0,368.6282,68.4601,1652.0929,232.6841,9.5530,41.8959,45.9345
2,556750.0001,5922656,0,557750,5923656,0,3400.9180,631.6044,15242.0051,2146.7145,88.1344,386.5263,423.7858
2,556750.0001,5923656,0,557750,5924656,0,3086.3411,573.1825,13832.1558,1948.1485,79.9822,350.7735,384.5866
2,556750.0001,5924656,0,557750,5925656,0,4275.5397,794.0355,19161.8261,2698.7899,110.8001,485.9301,532.7718
2,556750.0001,5925656,0,557750,5926656,0,3158.1664,585.3959,14105.5295,1990.1304,81.3233,358.2666,392.6825
2,556750.0001,5926656,0,557750,5927656,0,102.5651,14.3777,258.3406,50.8204,0.4998,8.8767,9.2366
2,556750.0001,5927656,0,557750,5928656,0,110.1765,15.4447,277.5121,54.5917,0.5368,9.5354,9.9220
2,556750.0001,5928656,0,557750,5929656,0,725.2784,130.3604,3063.6114,444.8852,16.7921,79.8496,87.0865
2,556750.0001,5929656,0,557750,5930656,0,86.5299,12.1299,217.9512,42.8750,0.4216,7.4889,7.7925
2,556750.0001,5930656,0,557750,5931656,0,1640.1504,301.2802,7207.5166,1025.3883,40.9692,184.4314,201.8572
2,556750.0001,5931656,0,557750,5932656,0,3023.7622,539.9430,13044.3885,1895.8113,77.9997,329.1344,361.4990
2,556750.0001,5932656,0,557750,5933656,0,963.1580,174.6132,4219.3559,605.7618,24.9507,106.5927,117.0122
2,556750.0001,5933656,0,557750,5934656,0,2367.9367,439.7634,10612.4591,1494.6800,61.3648,269.1243,295.0668
2,556750.0001,5934656,0,557750,5935656,0,3120.8800,579.5969,13986.9496,1969.9500,80.8772,354.6990,388.8905
2,556750.0001,5935656,0,557750,5936656,0,3286.2755,610.3135,14728.2085,2074.3503,85.1635,373.4968,409.5003
2,556750.0001,5936656,0,557750,5937656,0,4006.6640,727.7197,17582.8343,2520.6156,103.7962,444.3224,487.7086
2,556750.0001,5937656,0,557750,5938656,0,4585.4810,849.0139,20491.9431,2893.0968,118.8265,519.4141,569.5710
2,556750.0001,5938656,0,557750,5939656,0,4129.2217,769.1438,18544.8085,2605.9182,107.0084,470.6830,515.9837
2,556750.0001,5939656,0,557750,5940656,0,3340.6897,739.3632,17120.6522,2107.0512,85.9056,453.9955,493.9631
2,556750.0001,5940656,0,557750,5941656,0,2047.3478,626.5740,13722.0053,1305.7914,51.7624,387.8230,417.4345
2,556750.0001,5941656,0,557750,5942656,0,1164.2824,336.7187,7377.4573,734.5299,28.3529,208.2889,224.2330
2,556750.0001,5942656,0,557750,5943656,0,1047.2868,281.4247,6238.6579,661.3269,24.9324,174.3566,187.9416
2,556750.0001,5943656,0,557750,5944656,0,397.2528,94.7436,2062.9366,240.5746,7.8656,58.7639,63.0957
2,556750.0001,5944656,0,557750,5945656,0,338.0553,102.2276,2111.7763,198.3801,6.5710,63.0504,67.2813
2,556750.0001,5945656,0,557750,5946656,0,868.0239,304.6540,6360.5516,529.0461,20.2043,187.8179,200.8785
2,556750.0001,5946656,0,557750,5947656,0,119.4841,16.7495,300.9561,59.2036,0.5822,10.3410,10.7602
2,556750.0001,5947656,0,557750,5948656,0,502.7862,161.4410,3357.7304,300.4599,10.6302,99.5677,106.3864
2,557750.0001,5918656,0,558750,5919656,0,5.0167,1.9525,37.8597,3.4292,0.1278,1.1828,1.2555
2,557750.0001,5919656,0,558750,5920656,0,2.7626,0.3873,6.9583,1.3688,0.0135,0.2391,0.2488
2,557750.0001,5920656,0,558750,5921656,0,135.3213,49.6976,961.2577,90.2551,3.2027,30.1240,31.9559
2,557750.0001,5921656,0,558750,5922656,0,2.6440,0.3706,6.6596,1.3101,0.0129,0.2288,0.2381
2,557750.0001,5922656,0,558750,5923656,0,194.6233,36.1446,872.2495,122.8494,5.0436,22.1196,24.2519
2,557750.0001,5923656,0,558750,5924656,0,1827.9549,339.4802,8192.4052,1153.8347,47.3712,207.7535,227.7801
2,557750.0001,5924656,0,558750,5925656,0,4193.2501,778.7530,18793.0261,2646.8474,108.6676,476.5776,522.5177
2,557750.0001,5925656,0,558750,5926656,0,3604.9501,668.7504,16124.2619,2273.2792,93.0771,409.2711,448.6440
2,557750.0001,5926656,0,558750,5927656,0,89.8887,12.6008,226.4114,44.5393,0.4380,7.7796,8.0950
2,557750.0001,5927656,0,558750,5928656,0,579.9932,103.2176,2405.5430,352.6991,12.9526,63.2416,68.8605
2,557750.0001,5928656,0,558750,5929656,0,470.6242,80.9939,1897.5997,285.8206,10.7009,49.4207,53.9508
2,557750.0001,5929656,0,558750,5930656,0,857.9887,142.3145,3397.5853,525.6205,20.8598,86.2588,94.7437
2,557750.0001,5930656,0,558750,5931656,0,2038.3578,375.6748,9011.1941,1278.0583,51.4926,229.9517,251.8123
2,557750.0001,5931656,0,558750,5932656,0,2421.0802,448.7983,10827.2938,1527.2734,62.6430,274.6180,301.0888
2,557750.0001,5932656,0,558750,5933656,0,1524.2163,283.0711,6831.1301,962.1100,39.4999,173.2325,189.9314
2,557750.0001,5933656,0,558750,5934656,0,3700.0832,687.1641,16582.7836,2335.5524,95.8872,420.5275,461.0646
2,557750.0001,5934656,0,558750,5935656,0,4605.0554,855.2318,20638.6270,2906.7855,119.3395,523.3807,573.8325
2,557750.0001,5935656,0,558750,5936656,0,4225.3083,773.6279,18683.7891,2661.3644,109.4740,472.7486,518.6952
2,557750.0001,5936656,0,558750,5937656,0,2479.0953,435.5314,10542.7615,1552.0048,64.1907,264.9794,291.3656
2,557750.0001,5937656,0,558750,5938656,0,3002.6274,555.1831,13390.8860,1892.8135,77.5783,339.6445,372.3982
2,557750.0001,5938656,0,558750,5939656,0,4638.4977,861.4426,20788.5067,2927.8948,120.2061,527.1816,577.9997
2,557750.0001,5939656,0,558750,5940656,0,3255.0300,604.5107,14588.1744,2054.6277,84.3537,369.9456,405.6068
2,557750.0001,5940656,0,558750,5941656,0,4024.6893,800.4549,19052.7842,2550.4292,103.8627,491.4179,537.1003
2,557750.0001,5941656,0,558750,5942656,0,2105.7189,534.0648,12120.4650,1348.2565,53.0212,330.6106,357.8143
2,557750.0001,5942656,0,558750,5943656,0,1350.6176,355.8305,7975.2495,861.1242,32.8942,220.6479,238.2100
2,557750.0001,5943656,0,558750,5944656,0,1565.4034,444.9883,9800.4093,990.7378,38.5544,275.2062,296.5514
2,557750.0001,5944656,0,558750,5945656,0,182.3562,39.5853,784.3376,98.5637,2.2340,24.3953,25.8375
2,557750.0001,5945656,0,558750,5946656,0,743.2367,256.6581,5350.3713,450.7198,16.9331,158.2311,169.1843
2,557750.0001,5946656,0,558750,5947656,0,119.4841,16.7495,300.9561,59.2036,0.5822,10.3410,10.7602
2,557750.0001,5947656,0,558750,5948656,0,119.4841,16.7495,300.9561,59.2036,0.5822,10.3410,10.7602
2,558750.0001,5918656,0,559750,5919656,0,474.8216,177.4644,3435.1594,319.0195,11.4929,107.5480,114.1120
2,558750.0001,5919656,0,559750,5920656,0,203.0532,66.0972,1271.2720,129.0300,4.1042,40.1234,42.4979
2,558750.0001,5920656,0,559750,5921656,0,287.1537,103.0449,1991.0621,189.6995,6.5963,62.4770,66.2577
2,558750.0001,5921656,0,559750,5922656,0,221.5849,81.1771,1569.9683,147.6382,5.2276,49.2066,52.1974
2,558750.0001,5922656,0,559750,5923656,0,655.7432,241.8448,4759.6281,441.6743,16.7532,146.6118,155.9542
2,558750.0001,5923656,0,559750,5924656,0,1818.1617,337.6615,8148.5145,1147.6531,47.1175,206.6405,226.5598
2,558750.0001,5924656,0,559750,5925656,0,2868.6169,530.1010,12795.9556,1809.3513,74.3341,324.2433,355.5887
2,558750.0001,5925656,0,559750,5926656,0,2333.4233,430.0924,10348.9018,1467.0276,59.6825,263.1365,288.3745
2,558750.0001,5926656,0,559750,5927656,0,104.7057,14.6778,263.7324,51.8810,0.5102,9.0620,9.4293
2,558750.0001,5927656,0,559750,5928656,0,749.9093,135.4646,3196.8458,462.0122,17.6753,82.9645,90.5579
2,558750.0001,5928656,0,559750,5929656,0,2511.0345,421.6910,10234.4938,1561.9541,64.9738,255.2737,281.3942
2,558750.0001,5929656,0,559750,5930656,0,1398.0510,234.7615,5697.0442,869.5453,36.1596,142.1158,156.6537
2,558750.0001,5930656,0,559750,5931656,0,511.6602,91.1329,2203.2291,320.8287,13.2265,55.5321,61.0096
2,558750.0001,5931656,0,559750,5932656,0,40.3635,7.4076,178.8778,25.4324,1.0458,4.5278,4.9672
2,558750.0001,5932656,0,559750,5933656,0,2005.5887,372.4696,8988.5124,1265.9601,51.9746,227.9422,249.9149
2,558750.0001,5933656,0,559750,5934656,0,3852.7032,706.5712,17062.7691,2427.2756,99.8227,431.8454,473.7765
2,558750,5934656,0,559750,5935656,0,3721.5615,686.5948,16574.9876,2346.7571,96.4338,419.8941,460.5247
2,558750,5935656,0,559750,5936656,0,3503.5841,650.6711,15702.1275,2211.5190,90.7950,398.1947,436.5790
2,558750,5936656,0,559750,5937656,0,93.7076,16.4337,397.8458,58.6495,2.4263,9.9964,10.9929
2,558750,5937656,0,559750,5938656,0,481.0782,85.2785,2063.2574,301.5659,12.4581,51.9342,57.0782
2,558750,5938656,0,559750,5939656,0,3945.5365,714.0870,17256.8221,2480.8539,102.2070,435.8371,478.4826
2,558750,5939656,0,559750,5940656,0,4286.0007,795.9783,19208.7093,2705.3930,111.0712,487.1191,534.0753
2,558750,5940656,0,559750,5941656,0,4565.8176,844.4043,20381.9507,2880.1905,118.3148,516.5332,566.4449
2,558750,5941656,0,559750,5942656,0,4410.4852,829.0576,19958.5852,2786.9384,114.1433,507.7456,556.3712
2,558750,5942656,0,559750,5943656,0,3034.6287,701.8330,16163.0894,1927.7165,77.4504,432.5048,469.7508
2,558750,5943656,0,559750,5944656,0,2090.7258,727.4162,15405.7152,1299.9885,52.3269,448.2895,480.6623
2,558750,5944656,0,559750,5945656,0,1231.8294,446.0734,9326.6566,756.2727,29.7483,274.9158,294.1539
2,558750,5945656,0,559750,5946656,0,797.5616,303.7804,6249.9131,480.7108,18.6091,186.9997,199.6587
2,558750,5946656,0,559750,5947656,0,696.8595,272.9660,5551.0433,413.2972,15.7150,167.8769,178.9683
2,558750,5947656,0,559750,5948656,0,440.3032,159.1164,3218.1712,255.9560,8.9908,97.8759,104.2252
2,559750.0001,5918656,0,560750,5919656,0,77.6943,19.3070,365.6117,44.8521,1.0751,11.7669,12.4112
2,559750.0001,5919656,0,560750,5920656,0,192.2195,60.4268,1160.1602,120.5268,3.7078,36.6981,38.8512
2,559750.0001,5920656,0,560750,5921656,0,668.2577,250.5305,4850.1326,449.5648,16.2386,151.8226,161.0947
2,559750.0001,5921656,0,560750,5922656,0,292.6524,107.7768,2084.8878,195.4153,6.9510,65.3264,69.3013
2,559750.0001,5922656,0,560750,5923656,0,342.2649,132.6573,2571.7804,233.5346,8.6764,80.3614,85.3021
2,559750.0001,5924656,0,560750,5925656,0,2108.7256,377.5558,9129.5930,1323.8002,54.6164,230.1754,252.8403
2,559750.0001,5925656,0,560750,5926656,0,1761.7610,295.2519,7146.3925,1093.0988,45.1247,178.7699,196.9448
2,559750.0001,5926656,0,560750,5927656,0,84.8955,11.9008,213.8344,42.0652,0.4137,7.3474,7.6453
