item,itemLabel
http://www.wikidata.org/entity/Q408014,chondroitin sulfate
http://www.wikidata.org/entity/Q408028,epoxide
http://www.wikidata.org/entity/Q408053,enol
http://www.wikidata.org/entity/Q408057,imine
http://www.wikidata.org/entity/Q408126,nitrophenol
http://www.wikidata.org/entity/Q408335,enediyne
http://www.wikidata.org/entity/Q408365,isocyanate
http://www.wikidata.org/entity/Q408395,sulfoxide
http://www.wikidata.org/entity/Q408611,depside
http://www.wikidata.org/entity/Q408688,acyl halide
http://www.wikidata.org/entity/Q408699,Triose
http://www.wikidata.org/entity/Q408737,Phytochelatin
http://www.wikidata.org/entity/Q409079,Aldose
http://www.wikidata.org/entity/Q409108,ketose
http://www.wikidata.org/entity/Q409332,thiouracil
http://www.wikidata.org/entity/Q410395,sphingolipids
http://www.wikidata.org/entity/Q410548,Lysophosphatidylcholine
http://www.wikidata.org/entity/Q411011,brevetoxin
http://www.wikidata.org/entity/Q411097,organophosphate
http://www.wikidata.org/entity/Q411193,sulfone
http://www.wikidata.org/entity/Q411369,allene
http://www.wikidata.org/entity/Q411901,ochratoxin
http://www.wikidata.org/entity/Q411968,thioketene
http://www.wikidata.org/entity/Q412056,uronic acid
http://www.wikidata.org/entity/Q412074,keto acid
http://www.wikidata.org/entity/Q412382,quinone
http://www.wikidata.org/entity/Q412468,Cerebrosides
http://www.wikidata.org/entity/Q412519,isoflavone
http://www.wikidata.org/entity/Q413248,depsipeptide
http://www.wikidata.org/entity/Q413283,superoxide
http://www.wikidata.org/entity/Q413302,alpha hydroxy acid
http://www.wikidata.org/entity/Q413343,cycloalkene
http://www.wikidata.org/entity/Q413676,metallocene
http://www.wikidata.org/entity/Q414083,amino sugar
http://www.wikidata.org/entity/Q414128,tetrose
http://www.wikidata.org/entity/Q414433,Sesquioxide
http://www.wikidata.org/entity/Q414835,carbonate ester
http://www.wikidata.org/entity/Q414894,azine
http://www.wikidata.org/entity/Q414939,hemiacetal
http://www.wikidata.org/entity/Q415265,proanthocyanidins
http://www.wikidata.org/entity/Q415555,cholesteryl ester
http://www.wikidata.org/entity/Q415602,acetylide
http://www.wikidata.org/entity/Q415713,jasmonate
http://www.wikidata.org/entity/Q415812,polyol
http://www.wikidata.org/entity/Q415828,diazine
http://www.wikidata.org/entity/Q415838,peroxy acid
http://www.wikidata.org/entity/Q416007,Hydrazone
http://www.wikidata.org/entity/Q416019,glycoconjugate
http://www.wikidata.org/entity/Q416049,isothiocyanates
http://www.wikidata.org/entity/Q416105,semicarbazones
http://www.wikidata.org/entity/Q416523,Metal carbonyl
http://www.wikidata.org/entity/Q416730,pyrone
http://www.wikidata.org/entity/Q416796,glucan
http://www.wikidata.org/entity/Q416814,cyanohydrin
http://www.wikidata.org/entity/Q416840,iridoid
http://www.wikidata.org/entity/Q416883,Glucosinolate
http://www.wikidata.org/entity/Q416937,sandwich compound
http://www.wikidata.org/entity/Q417181,phenylpropanoid
http://www.wikidata.org/entity/Q417238,conotoxin
http://www.wikidata.org/entity/Q417351,oxalate compound
http://www.wikidata.org/entity/Q418153,"2,5-diketopiperazines"
http://www.wikidata.org/entity/Q418295,Medium-chain triglycerides
http://www.wikidata.org/entity/Q418533,nucleoside triphosphate
http://www.wikidata.org/entity/Q418643,Organocopper compound
http://www.wikidata.org/entity/Q418712,globoside
http://www.wikidata.org/entity/Q418727,thiazine
http://www.wikidata.org/entity/Q418892,glycosphingolipid
http://www.wikidata.org/entity/Q418945,Fructooligosaccharide
http://www.wikidata.org/entity/Q419178,macrocycle
http://www.wikidata.org/entity/Q419257,carbene
http://www.wikidata.org/entity/Q419287,gangliosides
http://www.wikidata.org/entity/Q419302,boride
http://www.wikidata.org/entity/Q419411,cumulene
http://www.wikidata.org/entity/Q419481,thioamide
http://www.wikidata.org/entity/Q419547,Xylan
http://www.wikidata.org/entity/Q419563,triazine
http://www.wikidata.org/entity/Q419637,Hydrazide
http://www.wikidata.org/entity/Q419639,azole
http://www.wikidata.org/entity/Q419827,tetrasaccharide
http://www.wikidata.org/entity/Q420004,glycerophospholipid
http://www.wikidata.org/entity/Q420060,hydrochloride
http://www.wikidata.org/entity/Q420117,tungstate
http://www.wikidata.org/entity/Q420217,enol ether
http://www.wikidata.org/entity/Q420241,carbodiimide
http://www.wikidata.org/entity/Q420244,Thioketone
http://www.wikidata.org/entity/Q420327,hydroxamic acid
http://www.wikidata.org/entity/Q420418,retinoid
http://www.wikidata.org/entity/Q420460,organolithium compound
http://www.wikidata.org/entity/Q420686,ylide
http://www.wikidata.org/entity/Q421103,acetals
http://www.wikidata.org/entity/Q421360,trisaccharide
http://www.wikidata.org/entity/Q421804,lipopolysaccharide
http://www.wikidata.org/entity/Q421897,isocyanide
http://www.wikidata.org/entity/Q421916,diol
http://www.wikidata.org/entity/Q421948,organic acid
http://www.wikidata.org/entity/Q421959,polyamines
http://www.wikidata.org/entity/Q421961,fructan
http://www.wikidata.org/entity/Q422050,dicarboxylic acid
http://www.wikidata.org/entity/Q422137,steroid hormone
http://www.wikidata.org/entity/Q422399,tetrapyrrole
http://www.wikidata.org/entity/Q422423,bromide
http://www.wikidata.org/entity/Q422484,Ribonucleotide
http://www.wikidata.org/entity/Q422687,macrolide
http://www.wikidata.org/entity/Q422693,phenethylamines
http://www.wikidata.org/entity/Q422733,phosphonate
http://www.wikidata.org/entity/Q422772,nitro compound
http://www.wikidata.org/entity/Q422785,organosulfur compound
http://www.wikidata.org/entity/Q422789,organosilicon
http://www.wikidata.org/entity/Q422882,glycolipid
http://www.wikidata.org/entity/Q422899,carbamate
http://www.wikidata.org/entity/Q422926,porphyrins
http://www.wikidata.org/entity/Q423118,organic acid anhydride
http://www.wikidata.org/entity/Q423143,sphingomyelin
http://www.wikidata.org/entity/Q423503,calixarene
http://www.wikidata.org/entity/Q423666,lactol
http://www.wikidata.org/entity/Q423717,betalain
http://www.wikidata.org/entity/Q423934,phosphoprotein
http://www.wikidata.org/entity/Q424180,spiro compound
http://www.wikidata.org/entity/Q424182,heptose
http://www.wikidata.org/entity/Q424210,aristolochic acids
http://www.wikidata.org/entity/Q424213,ceramide
http://www.wikidata.org/entity/Q424361,reactive oxygen species
http://www.wikidata.org/entity/Q424405,sesquiterpene lactone
http://www.wikidata.org/entity/Q424418,nitrogen oxide
http://www.wikidata.org/entity/Q424525,Flavones
http://www.wikidata.org/entity/Q424647,Hopanoids
http://www.wikidata.org/entity/Q424720,microcystin
http://www.wikidata.org/entity/Q425041,Phosphonium salt
http://www.wikidata.org/entity/Q425046,tartrate
http://www.wikidata.org/entity/Q425094,fluorocarbon
http://www.wikidata.org/entity/Q425269,Selenide
http://www.wikidata.org/entity/Q425597,hydroxide salts
http://www.wikidata.org/entity/Q426145,polycyclic compound
http://www.wikidata.org/entity/Q426296,diketone
http://www.wikidata.org/entity/Q426473,silicide
http://www.wikidata.org/entity/Q426549,quinolone
http://www.wikidata.org/entity/Q426579,ketals
http://www.wikidata.org/entity/Q426584,Thiolate
http://www.wikidata.org/entity/Q426664,calcium phosphate
http://www.wikidata.org/entity/Q426680,siloxane
http://www.wikidata.org/entity/Q426694,terpenoid
http://www.wikidata.org/entity/Q426809,organochlorine compound
http://www.wikidata.org/entity/Q427161,cyanoacrylate
http://www.wikidata.org/entity/Q427419,tocotrienol
http://www.wikidata.org/entity/Q470910,amidrazone
http://www.wikidata.org/entity/Q471668,aminocoumarin
http://www.wikidata.org/entity/Q497173,oxoacid
http://www.wikidata.org/entity/Q516741,Gilman reagent
http://www.wikidata.org/entity/Q516751,polyketide
http://www.wikidata.org/entity/Q539847,paddlane
http://www.wikidata.org/entity/Q541769,deoxy sugar
http://www.wikidata.org/entity/Q546242,lysergamides
http://www.wikidata.org/entity/Q567727,inorganic acyl halide
http://www.wikidata.org/entity/Q574302,anthraquinones
http://www.wikidata.org/entity/Q584276,aromatic amine
http://www.wikidata.org/entity/Q584968,dibenzothiazepine
http://www.wikidata.org/entity/Q596999,cryptand
http://www.wikidata.org/entity/Q601852,sulfur oxide
http://www.wikidata.org/entity/Q604824,methyl ester
http://www.wikidata.org/entity/Q619698,molybdopterin
http://www.wikidata.org/entity/Q622311,acid salt
http://www.wikidata.org/entity/Q662225,monoglyceride
http://www.wikidata.org/entity/Q663293,pyrimidinedione
http://www.wikidata.org/entity/Q671779,tetrazole
http://www.wikidata.org/entity/Q681805,phosphine
http://www.wikidata.org/entity/Q704193,Arsanes
http://www.wikidata.org/entity/Q704798,arsenic sulfide
http://www.wikidata.org/entity/Q704945,arsine
http://www.wikidata.org/entity/Q705605,aromatic amino acid
http://www.wikidata.org/entity/Q721849,iron oxide
http://www.wikidata.org/entity/Q722568,perfluorinated compound
http://www.wikidata.org/entity/Q723636,acyl azide
http://www.wikidata.org/entity/Q727732,thioether
http://www.wikidata.org/entity/Q736232,methacrylate
http://www.wikidata.org/entity/Q781204,clathrate compound
http://www.wikidata.org/entity/Q786520,cyanopolyyne
http://www.wikidata.org/entity/Q818509,Benzenoid
http://www.wikidata.org/entity/Q843438,cyanate
http://www.wikidata.org/entity/Q845218,viologens
http://www.wikidata.org/entity/Q866138,Avenanthramide
http://www.wikidata.org/entity/Q879946,fructosephosphates
http://www.wikidata.org/entity/Q879954,sugar phosphates
http://www.wikidata.org/entity/Q883661,organolead compound
http://www.wikidata.org/entity/Q894241,borate ester
http://www.wikidata.org/entity/Q898452,noble gas compound
http://www.wikidata.org/entity/Q898920,chalcogenide
http://www.wikidata.org/entity/Q899707,pyrroline
http://www.wikidata.org/entity/Q899734,Non-stoichiometric compound
http://www.wikidata.org/entity/Q899834,teichoic acid
http://www.wikidata.org/entity/Q899851,unsaturated compound
http://www.wikidata.org/entity/Q901562,helicene
http://www.wikidata.org/entity/Q902534,glucomannan
http://www.wikidata.org/entity/Q903341,triazoles
http://www.wikidata.org/entity/Q903417,Thioketal
http://www.wikidata.org/entity/Q903441,mesylate
http://www.wikidata.org/entity/Q903923,dendrimer
http://www.wikidata.org/entity/Q904092,homopolysaccharide
http://www.wikidata.org/entity/Q907001,thiolactone
http://www.wikidata.org/entity/Q907447,heteroarene
http://www.wikidata.org/entity/Q907670,interhalogen
http://www.wikidata.org/entity/Q908702,daltonide
http://www.wikidata.org/entity/Q909411,bromite
http://www.wikidata.org/entity/Q909901,Thioacetal
http://www.wikidata.org/entity/Q911518,alpha-olefin
http://www.wikidata.org/entity/Q911752,nitrosyl compound
http://www.wikidata.org/entity/Q922718,sulfonate
http://www.wikidata.org/entity/Q929864,17-ketosteroid
http://www.wikidata.org/entity/Q950475,Organovanadium chemistry
http://www.wikidata.org/entity/Q958387,ferrate
http://www.wikidata.org/entity/Q960800,chlorofluorocarbon
http://www.wikidata.org/entity/Q962217,Prostanoid
http://www.wikidata.org/entity/Q963584,alkyl aryl ether
http://www.wikidata.org/entity/Q965478,unsaturated hydrocarbon
http://www.wikidata.org/entity/Q967433,cyclic nucleotide
http://www.wikidata.org/entity/Q977420,metal hydroxide
http://www.wikidata.org/entity/Q1018145,butyrate
http://www.wikidata.org/entity/Q1018754,diazoles
http://www.wikidata.org/entity/Q1031675,aurone
http://www.wikidata.org/entity/Q1031943,hydrofluorocarbon
http://www.wikidata.org/entity/Q1035540,carboxylic acid derivative
http://www.wikidata.org/entity/Q1035584,acyl chloride
http://www.wikidata.org/entity/Q1059862,malonate
http://www.wikidata.org/entity/Q1072576,sulfate ester
http://www.wikidata.org/entity/Q1077067,Aldohexose
http://www.wikidata.org/entity/Q1088212,thial
http://www.wikidata.org/entity/Q1094905,octose
http://www.wikidata.org/entity/Q1142306,cryptophycin
http://www.wikidata.org/entity/Q1143105,cucurbitacin
http://www.wikidata.org/entity/Q1146640,citrate
http://www.wikidata.org/entity/Q1151249,D-amino acid
http://www.wikidata.org/entity/Q1186332,sodium polysulfide
http://www.wikidata.org/entity/Q1187001,Ynolate
http://www.wikidata.org/entity/Q1196612,copper sulfide
http://www.wikidata.org/entity/Q1230197,disubstituted benzenes
http://www.wikidata.org/entity/Q1230226,disulfide
http://www.wikidata.org/entity/Q1238028,Grignard reagent
http://www.wikidata.org/entity/Q1291047,nitroalkane
http://www.wikidata.org/entity/Q1318110,diose
http://www.wikidata.org/entity/Q1366137,acidic oxide
http://www.wikidata.org/entity/Q1371117,ethoxides
http://www.wikidata.org/entity/Q1379491,Thiocarboxylic acid
http://www.wikidata.org/entity/Q1402811,resorcinarene
http://www.wikidata.org/entity/Q1474818,furan fatty acids
http://www.wikidata.org/entity/Q1491636,Galactolipid
http://www.wikidata.org/entity/Q1492134,sultam
http://www.wikidata.org/entity/Q1508568,sodium salt
http://www.wikidata.org/entity/Q1525605,Chinese lantern complex
http://www.wikidata.org/entity/Q1532394,glutamate
http://www.wikidata.org/entity/Q1547612,hydrohalide
http://www.wikidata.org/entity/Q1570545,half sandwich compound
http://www.wikidata.org/entity/Q1572088,hydrogen halide
http://www.wikidata.org/entity/Q1616187,heterosaccharide
http://www.wikidata.org/entity/Q1616877,ketohexose
http://www.wikidata.org/entity/Q1640243,hydrofluoride
http://www.wikidata.org/entity/Q1640264,hydroiodide
http://www.wikidata.org/entity/Q1659847,imidazole
http://www.wikidata.org/entity/Q1674528,isoprenoid
http://www.wikidata.org/entity/Q1728148,milbemycin
http://www.wikidata.org/entity/Q1756183,pyrazole
http://www.wikidata.org/entity/Q1758958,alkanoic acid
http://www.wikidata.org/entity/Q1773248,very long chain fatty acid
http://www.wikidata.org/entity/Q1844346,triangulane
http://www.wikidata.org/entity/Q1869679,organoplatinum compounds
http://www.wikidata.org/entity/Q1879521,organozirconium compound
http://www.wikidata.org/entity/Q1897302,organomanganese compound
http://www.wikidata.org/entity/Q1905684,stearates
http://www.wikidata.org/entity/Q2001841,formate
http://www.wikidata.org/entity/Q2005087,polyunsaturated fatty acid
http://www.wikidata.org/entity/Q2013529,quinazolinone
http://www.wikidata.org/entity/Q2016073,Organocadmium compound
http://www.wikidata.org/entity/Q2032499,sulfonanilide
http://www.wikidata.org/entity/Q2076617,beta-glucan
http://www.wikidata.org/entity/Q2088783,phosphite ester
http://www.wikidata.org/entity/Q2139938,organoiron compound
http://www.wikidata.org/entity/Q2148694,organotellurium compound
http://www.wikidata.org/entity/Q2157080,Hydroxysteroid
http://www.wikidata.org/entity/Q2176535,organoaluminium compound
http://www.wikidata.org/entity/Q2182492,organophosphorus compound
http://www.wikidata.org/entity/Q2200141,organofluorine
http://www.wikidata.org/entity/Q2210760,thienobenzodiazepine
http://www.wikidata.org/entity/Q2250497,unsaturated fatty acids
http://www.wikidata.org/entity/Q2254917,organocerium compound
http://www.wikidata.org/entity/Q2272566,Aldonic acid
http://www.wikidata.org/entity/Q2273248,Phosphatidylinositol
http://www.wikidata.org/entity/Q2278587,organouranium
http://www.wikidata.org/entity/Q2315231,Galactooligosaccharide
http://www.wikidata.org/entity/Q2330866,organocobalt compound
http://www.wikidata.org/entity/Q2365017,aldaric acid
http://www.wikidata.org/entity/Q2366155,ionic compound
http://www.wikidata.org/entity/Q2383407,organoscandium compound
http://www.wikidata.org/entity/Q2390621,amphoteric oxide
http://www.wikidata.org/entity/Q2400152,aniline dyes
http://www.wikidata.org/entity/Q2402526,organogermanium compound
http://www.wikidata.org/entity/Q2411878,pnictide
http://www.wikidata.org/entity/Q2415654,alkanolamine
http://www.wikidata.org/entity/Q2420555,thiazoles
http://www.wikidata.org/entity/Q2425020,glycopeptide
http://www.wikidata.org/entity/Q2429912,atrane
http://www.wikidata.org/entity/Q2437006,Selone
http://www.wikidata.org/entity/Q2443455,picrate
http://www.wikidata.org/entity/Q2445303,amphetamines
http://www.wikidata.org/entity/Q2448093,azoxy compounds
http://www.wikidata.org/entity/Q2449342,organosodium compound
http://www.wikidata.org/entity/Q2454098,trispyrazolylborate
http://www.wikidata.org/entity/Q2456623,organobromine compound
http://www.wikidata.org/entity/Q2457767,Keratan sulfate
http://www.wikidata.org/entity/Q2477421,organoarsenic compound
http://www.wikidata.org/entity/Q2500485,diamine
http://www.wikidata.org/entity/Q2506457,acylal
http://www.wikidata.org/entity/Q2519471,polyenes
http://www.wikidata.org/entity/Q2528748,organotitanium compound
http://www.wikidata.org/entity/Q2557237,organochromium compound
http://www.wikidata.org/entity/Q2562896,organomercury
http://www.wikidata.org/entity/Q2563183,organoruthenium compound
http://www.wikidata.org/entity/Q2598180,palmitate
http://www.wikidata.org/entity/Q2602701,Schiff base
http://www.wikidata.org/entity/Q2618336,corrinoid
http://www.wikidata.org/entity/Q2621150,Conjugated protein
http://www.wikidata.org/entity/Q2629666,Flavonols
http://www.wikidata.org/entity/Q2660666,hexavalent chromium
http://www.wikidata.org/entity/Q2687447,phosphoramidite
http://www.wikidata.org/entity/Q2698455,short-chain fatty acid
http://www.wikidata.org/entity/Q2700049,saturated compound
http://www.wikidata.org/entity/Q2706622,Alpha-GPC
http://www.wikidata.org/entity/Q2718222,bisulfite
http://www.wikidata.org/entity/Q2742440,thiadiazoles
http://www.wikidata.org/entity/Q2746231,chloroformate
http://www.wikidata.org/entity/Q2750727,low molecular weight heparin
http://www.wikidata.org/entity/Q2753252,Resolvin
http://www.wikidata.org/entity/Q2756638,galactocerebroside
http://www.wikidata.org/entity/Q2758119,Organonickel
http://www.wikidata.org/entity/Q2758348,nitrogen heterocycle
http://www.wikidata.org/entity/Q2762415,Organoiridium compound
http://www.wikidata.org/entity/Q2819370,double-stranded RNA
http://www.wikidata.org/entity/Q2823243,perfluorinated carboxylic acid
http://www.wikidata.org/entity/Q2823314,tricarboxylic acid
http://www.wikidata.org/entity/Q2832210,primary alcohol
http://www.wikidata.org/entity/Q2832211,secondary alcohol
http://www.wikidata.org/entity/Q2832212,tertiary alcohol
http://www.wikidata.org/entity/Q2832237,alkenone
http://www.wikidata.org/entity/Q2833002,pyrazolone
http://www.wikidata.org/entity/Q2837367,alkyl-lysophospholipids
http://www.wikidata.org/entity/Q2843448,aminoketone
http://www.wikidata.org/entity/Q2851803,annulyne
http://www.wikidata.org/entity/Q2855060,cyclopentadienyl complex
http://www.wikidata.org/entity/Q2875193,pyrrolidine
http://www.wikidata.org/entity/Q2878809,inositol phosphate
http://www.wikidata.org/entity/Q2896788,benzoate
http://www.wikidata.org/entity/Q2896816,benzylidene compound
http://www.wikidata.org/entity/Q2896817,N-benzoylurea
http://www.wikidata.org/entity/Q2901852,compound of carbon
http://www.wikidata.org/entity/Q2903964,lipopeptide
http://www.wikidata.org/entity/Q2911295,phenyltriazine
http://www.wikidata.org/entity/Q2912543,molecular compound
http://www.wikidata.org/entity/Q2915788,triterpene
http://www.wikidata.org/entity/Q2947748,thienodiazepine
http://www.wikidata.org/entity/Q2966731,chromone
http://www.wikidata.org/entity/Q2974090,organoantimony compound
http://www.wikidata.org/entity/Q3008453,cyclitol
http://www.wikidata.org/entity/Q3010324,wax ester
http://www.wikidata.org/entity/Q3027404,organogold compound
http://www.wikidata.org/entity/Q3028705,Geminal diol
http://www.wikidata.org/entity/Q3055087,condensed tannin
http://www.wikidata.org/entity/Q3058925,sulfite ester
http://www.wikidata.org/entity/Q3058926,sulfonate ester
http://www.wikidata.org/entity/Q3073454,flavanonol
http://www.wikidata.org/entity/Q3074941,thienopyridines
http://www.wikidata.org/entity/Q3077184,ynol
http://www.wikidata.org/entity/Q3077338,Lipid A
http://www.wikidata.org/entity/Q3095007,γ-lactone
http://www.wikidata.org/entity/Q3109359,glycosylamine
http://www.wikidata.org/entity/Q3111295,hydroxycinnamic acid
http://www.wikidata.org/entity/Q3115841,Iron-sulfur protein
http://www.wikidata.org/entity/Q3124118,alkyl nitrites
http://www.wikidata.org/entity/Q3124671,H-phosphonate
http://www.wikidata.org/entity/Q3126046,organorhodium compound
http://www.wikidata.org/entity/Q3130623,organobismuth compound
http://www.wikidata.org/entity/Q3143730,hydrofluoroolefin
http://www.wikidata.org/entity/Q3149008,imidazoquinoline
http://www.wikidata.org/entity/Q3154108,nitrenium ions
http://www.wikidata.org/entity/Q3208529,sulfonamide
http://www.wikidata.org/entity/Q3215908,lactosylceramide
http://www.wikidata.org/entity/Q3234015,phycobiliprotein
http://www.wikidata.org/entity/Q3234924,isoflavonoid
http://www.wikidata.org/entity/Q3270838,Phosphine oxide
http://www.wikidata.org/entity/Q3273039,molybdate
http://www.wikidata.org/entity/Q3296834,alkali metal halide
http://www.wikidata.org/entity/Q3359062,oxolane
http://www.wikidata.org/entity/Q3360898,purines
http://www.wikidata.org/entity/Q3395665,polymethine
http://www.wikidata.org/entity/Q3453664,rutinoside
http://www.wikidata.org/entity/Q3498942,carboxylate
http://www.wikidata.org/entity/Q3502267,Sterol ester
http://www.wikidata.org/entity/Q3503468,sulfolipid
http://www.wikidata.org/entity/Q3523992,thiazepine
http://www.wikidata.org/entity/Q3528006,chelate
